Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Location 1
AT&T,CCL02427,Market & Sutter,291,5,C-3-O,300-S,Commercial,PU,"voice, video & data",wireless phones & modems,12,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",16650,119,Jim Sidorick,925-277-6026,,"{'latitude': '37.789867', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4012'}"
AT&T,CCL02735,Blue Poly-Lower Pacific -DAS Node,N/A,N/A,RH-2,40-x,Public,N/A,"voice, video & data",wireless phones & modems,1,oDAS,"UMTS, LTE","700, 850, 1900,1700,2300",713,37,Jim Sidorick,925-277-6026,,"{'latitude': '37.78661', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.46369'}"
AT&T,CCL02738,Blue Poly-Lower Pacific -DAS Node,N/A,N/A,RH-2,40-x,Commercial,N/A,"voice, video & data",wireless phones & modems,1,oDAS,"UMTS, LTE","700, 850, 1900,1700,2300",713,37,Jim Sidorick,925-277-6026,,"{'latitude': '37.791305', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.44292'}"
AT&T,CCL02739,Blue Poly-Lower Pacific -DAS Node,N/A,N/A,RH-2,40-x,Commercial,N/A,"voice, video & data",wireless phones & modems,1,oDAS,"UMTS, LTE","700, 850, 1900,1700,2300",713,37,Jim Sidorick,925-277-6026,,"{'latitude': '37.790055', 'needs_recoding': False, 'human_address': '{""address"":""33rd"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.44099'}"
AT&T,CCL02741/Nob01A,Blue Poly-Nob Hill - DAS Node,N/A,N/A,RH-1,40-X,Commercial,N/A,"voice, video & data",wireless phones & modems,1,oDAS,"UMTS, LTE","700, 850, 1900,1700,2300",713,37,Jim Sidorick,925-277-6026,,"{'latitude': '37.803028', 'needs_recoding': False, 'human_address': '{""address"":""Mission"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41808'}"
AT&T,CCL02741/Nob02A,Blue Poly-Nob Hill - DAS Node,N/A,N/A,RH-3,40-X,Public,N/A,"voice, video & data",wireless phones & modems,1,oDAS,"UMTS, LTE","700, 850, 1900,1700,2300",713,37,Jim Sidorick,925-277-6026,,"{'latitude': '37.801056', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42106'}"
AT&T,CCL02741/Nob03B,Blue Poly-Nob Hill - DAS Node,N/A,N/A,RM-2,40-X,Commercial,N/A,"voice, video & data",wireless phones & modems,1,oDAS,"UMTS, LTE","700, 850, 1900,1700,2300",713,37,Jim Sidorick,925-277-6026,,"{'latitude': '37.799917', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41422'}"
AT&T,CCL02742/Nob05A,Blue Poly-Nob Hill - DAS Node,N/A,N/A,RM-3,65-A,Commercial,N/A,"voice, video & data",wireless phones & modems,1,oDAS,"UMTS, LTE","700, 850, 1900,1700,2300",713,37,Jim Sidorick,925-277-6026,,"{'latitude': '37.795139', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41661'}"
AT&T,CCL03001,FOLSOM_& FREEMONT,3747,15,RH DTR,85/200-R,Commercial,N/A,"voice, video & data",wireless phones & modems,2,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",7182,38,Jim Sidorick,925-277-6026,,"{'latitude': '37.787884', 'needs_recoding': False, 'human_address': '{""address"":""34th"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.39325'}"
AT&T,CCL03008,BROADWAY_&_SANSOME,143,2,C-2,84-E,Public,N/A,"voice, video & data",wireless phones & modems,2,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",7182,56,Jim Sidorick,925-277-6026,,"{'latitude': '37.798717', 'needs_recoding': False, 'human_address': '{""address"":""Mission"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40245'}"
AT&T,CCL03010,LEAVENWORTH & WASHINGTON,187,7,RM-3,65-A,Commercial,N/A,"voice, video & data",wireless phones & modems,2,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",7182,26,Jim Sidorick,925-277-6026,,"{'latitude': '37.794037', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41656'}"
AT&T,CCL03012,GOUGH_&_SACRAMENTO,640,019-027,RM-3,40-X,Commercial,N/A,"voice, video & data",wireless phones & modems,2,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",7182,21,Jim Sidorick,925-277-6026,,"{'latitude': '37.790649', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42606'}"
AT&T,CCL03021,2ND_&_HARRISON,3763,1,SSO-Soma,40-X,Commercial,4,"voice, video & data",wireless phones & modems,6,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",16650,67,Jim Sidorick,925-277-6026,CCL03235 is a proposed replacement for CCL03021,"{'latitude': '37.784114', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.39517'}"
AT&T,CCL03034,MARINA_SAFEWAY,446,2,NC-S,40-X,Public,N/A,"voice, video & data",wireless phones & modems,2,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",7182,21,Jim Sidorick,925-277-6026,,"{'latitude': '37.804493', 'needs_recoding': False, 'human_address': '{""address"":""35th"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.43238'}"
AT&T,CCL03043,FULTON_&_STANYON,1191,23,RH-3,80-D,Commercial,N/A,"voice, video & data",wireless phones & modems,2,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",7182,28,Jim Sidorick,925-277-6026,,"{'latitude': '37.774686', 'needs_recoding': False, 'human_address': '{""address"":""Mission"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.45453'}"
AT&T,CCL03055,UNION_&_OCTAVIA,530,039-043,NCD-UNION,40-X,Commercial,N/A,"voice, video & data",wireless phones & modems,4,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",7182,29,Jim Sidorick,925-277-6026,,"{'latitude': '37.798119', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42917'}"
AT&T,CCL03062,FRANKLIN_&_PINE,665,7,NC-3,130-E,Commercial,N/A,"voice, video & data",wireless phones & modems,2,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",7182,27,Jim Sidorick,925-277-6026,,"{'latitude': '37.788361', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42374'}"
AT&T,CCL03066,PINE_&_JONES,252,4,RM-4,65-A,Public,N/A,"voice, video & data",wireless phones & modems,2,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",7182,31,Jim Sidorick,925-277-6026,,"{'latitude': '37.790524', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41408'}"
AT&T,CCL03068,CLAY_&_TAYLOR,214,6,RM-3,65-A,Commercial,N/A,"voice, video & data",wireless phones & modems,1,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",7182,31,Jim Sidorick,925-277-6026,,"{'latitude': '37.79364', 'needs_recoding': False, 'human_address': '{""address"":""36th"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41319'}"
AT&T,CCL03070,PINE_&_GRANT,258,12,CCB,50-N,Commercial,N/A,"voice, video & data",wireless phones & modems,4,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",7182,22,Jim Sidorick,925-277-6026,,"{'latitude': '37.791649', 'needs_recoding': False, 'human_address': '{""address"":""Mission"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4057'}"
AT&T,CCL03105,I-80_&_7TH,3758,47,SALI,30-X,Commercial,4,"voice, video & data",wireless phones & modems,6,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",16650,39,Jim Sidorick,925-277-6026,,"{'latitude': '37.774394', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40721'}"
AT&T,CCL03113,3RD_&_GILLMAN,5461,53,NC-3,40-X,Public,N/A,"voice, video & data",wireless phones & modems,2,Ground Fl ,"UMTS, LTE","700, 850, 1900,1700,2300",7182,23,Jim Sidorick,925-277-6026,,"{'latitude': '37.72235', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.39589'}"
AT&T,CCL03114,24TH_&_NOE,6507,1,NCD-24TH,40-X,Commercial,N/A,"voice, video & data",wireless phones & modems,2,Ground Fl ,"UMTS, LTE","700, 850, 1900,1700,2300",7182,27,Jim Sidorick,925-277-6026,CCL05570 is a proposed replacement for CCL03114,"{'latitude': '37.751344', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.43201'}"
AT&T,CCL03241,China Basin,8710,6,MB-RA,MB-RA,Commercial,N/A,"voice, video & data",wireless phones & modems,6,Ground Fl ,"UMTS, LTE","700, 850, 1900,1700,2300",16650,59,Jim Sidorick,925-277-6026,CCL05681 is a proposed permanent replacement for CCL03241. CCL03241 is a completed temporary replacement for SF0762. ,"{'latitude': '37.770644', 'needs_recoding': False, 'human_address': '{""address"":""37th"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.39522'}"
AT&T,CCL03243,CALIFORNIA & DAVIS,237,6,C-3-0 ,75-x,Commercial,1,"voice, video & data",wireless phones & modems,11,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",16650,85,Jim Sidorick,925-277-6026,,"{'latitude': '37.79358', 'needs_recoding': False, 'human_address': '{""address"":""Mission"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.39902'}"
AT&T,CCL03328,7th St. & Minna St.,3727,1,WMUG,65-X,Public,4,"voice, video & data",wireless phones & modems,16,basement,"UMTS, LTE","700, 850, 1900,1700,2300",16650,65,Jim Sidorick,925-277-6026,,"{'latitude': '37.778908', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41097'}"
AT&T,CCL04032,California & 5th,1364,19,NC-1,40-X,Commercial,N/A,"voice, video & data",wireless phones & modems,9,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",16650,38,Jim Sidorick,925-277-6026,,"{'latitude': '37.785319', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.46297'}"
AT&T,CCL04063,Geary St.,316,001-001A,C-3-G,80-130-F,Commercial,PU&Article 10,"voice, video & data",wireless phones & modems,7,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",16650,95,Jim Sidorick,925-277-6026,,"{'latitude': '37.786796', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40995'}"
AT&T,CCL04075,POTRERO HILL,4173,1,PDR-1-G,68-X,Commercial,N/A,"voice, video & data",wireless phones & modems,12,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",16650,68,Jim Sidorick,925-277-6026,,"{'latitude': '37.75709', 'needs_recoding': False, 'human_address': '{""address"":""38th"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.38765'}"
AT&T,CCL04076,4th & Mission,3724,67,P,90-X/340-I,Public,PU,"voice, video & data",wireless phones & modems,4,6th fl ,"UMTS, LTE","700, 850, 1900,1700,2300",16650,58,Jim Sidorick,925-277-6026,,"{'latitude': '37.784236', 'needs_recoding': False, 'human_address': '{""address"":""Mission"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40419'}"
AT&T,CCL04095,Portola Dr,2892,4,RH-1,40-X,Commercial,1,"voice, video & data",wireless phones & modems,9,Ground Fl ,"UMTS, LTE","700, 850, 1900,1700,2300",16650,54,Jim Sidorick,925-277-6026,,"{'latitude': '37.744967', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.45318'}"
AT&T,CCL04942,Hyde / Francisco,90,30,NCD-North Beach,40-X,Commercial,1,"voice, video & data",wireless phones & modems,9,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",16650,55,Jim Sidorick,925-277-6026,,"{'latitude': '37.801962', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41168'}"
AT&T,CCL04944,Chestnut & Scott,929,9,NC-2,40-X,Commercial,5,"voice, video & data",wireless phones & modems,9,Ground Fl ,"UMTS, LTE","700, 850, 1900,1700,2300",16650,51,Jim Sidorick,925-277-6026,,"{'latitude': '37.800367', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4415'}"
AT&T,CCL04946,Broadway & Gough,577,1,RM-3,80-A,Public,7,"voice, video & data",wireless phones & modems,4,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",16650,101,Jim Sidorick,925-277-6026,,"{'latitude': '37.795156', 'needs_recoding': False, 'human_address': '{""address"":""39th"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42686'}"
AT&T,CCL04948,On Lok Day Services,6657,63,RH-2,40-X,Commercial,1,"voice, video & data",wireless phones & modems,9,Ground Fl ,"UMTS, LTE","700, 850, 1900,1700,2300",16650,49,Jim Sidorick,925-277-6026,,"{'latitude': '37.742059', 'needs_recoding': False, 'human_address': '{""address"":""Mission"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42508'}"
AT&T,CCL05158,Spur Urban Center,3722,69,C-3-0(SD),350-S,Commercial,PU,"voice, video & data",wireless phones & modems,6,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",16650,65,Jim Sidorick,925-277-6026,,"{'latitude': '37.78696', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40082'}"
AT&T,CCL05200,Taylor Jefferson ,12,1,C-2,40-X,Commercial,N/A,"voice, video & data",wireless phones & modems,7,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",16650,55,Jim Sidorick,925-277-6026,,"{'latitude': '37.808058', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41601'}"
AT&T,CCL05209,Union St. & Franklin St.,549,15,Polk St NCD,65-A,Public,6,"voice, video & data",wireless phones & modems,9,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",16650,65,Jim Sidorick,925-277-6026,,"{'latitude': '37.797577', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42196'}"
AT&T,CCL05210,Joe's Ice Cream,1527,36,NC-3,40-X,Commercial,N/A,"voice, video & data",wireless phones & modems,2,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",16650,35,Jim Sidorick,925-277-6026,CCL05718 is a proposed replacement for CCL05210,"{'latitude': '37.780275', 'needs_recoding': False, 'human_address': '{""address"":""40th"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.47711'}"
AT&T,CCL05211,30th Ave. & Pacheco St.,2069,10,NC-2,40-X,Commercial,2,"voice, video & data",wireless phones & modems,11,Interior,"UMTS, LTE","700, 850, 1900,1700,2300",16650,36,Jim Sidorick,925-277-6026,,"{'latitude': '37.753331', 'needs_recoding': False, 'human_address': '{""address"":""Mission"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.49118'}"
AT&T,CCL05219,Turk St. & Polk St.,766,13,RC-4,130-V,Commercial,4,"voice, video & data",wireless phones & modems,8,Basement.,"UMTS, LTE","700, 850, 1900,1700,2300",16650,54,Jim Sidorick,925-277-6026,,"{'latitude': '37.780901', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42019'}"
AT&T,CCL05220,Ellis St. & Jones St.,332,12,RC-4,80-T,Public,5,"voice, video & data",wireless phones & modems,9,Basement.,"UMTS, LTE","700, 850, 1900,1700,2300",16650,78,Jim Sidorick,925-277-6026,,"{'latitude': '37.784717', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41256'}"
AT&T,CCL05222,Mission St. & Lowell St.,7098,12,NCD,40-X,Commercial,2,"voice, video & data",wireless phones & modems,9,2nd fl,"UMTS, LTE","700, 850, 1900,1700,2300",16650,46,Jim Sidorick,925-277-6026,,"{'latitude': '37.711028', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.44755'}"
AT&T,CCL05228,Evans Avenue,5237,36,PDR-2,40-X,Commercial,PU,"voice, video & data",wireless phones & modems,9,Ground Fl ,"UMTS, LTE","700, 850, 1900,1700,2300",16650,34,Jim Sidorick,925-277-6026,,"{'latitude': '37.739285', 'needs_recoding': False, 'human_address': '{""address"":""41st"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.38274'}"
AT&T,CCL05229,GOLDEN GATE AVE AND MASONIC AVE,1107,6,RH-2,40-X,Commercial,1,"voice, video & data",wireless phones & modems,9,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",16650,60,Jim Sidorick,925-277-6026,,"{'latitude': '37.778666', 'needs_recoding': False, 'human_address': '{""address"":""Mission"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.44847'}"
AT&T,CCL05232,1777 Yosemite  ,5418,13,PDR-2,65-J,Public,N/A,"voice, video & data",wireless phones & modems,9,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",16650,79,Jim Sidorick,925-277-6026,,"{'latitude': '37.728353', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.39521'}"
AT&T,CCL05236,World Impact,7147,32,NC1,40-X,Commercial,6,"voice, video & data",wireless phones & modems,6,Basement,"UMTS, LTE","700, 850, 1900,1700,2300",16650,42,Jim Sidorick,925-277-6026,,"{'latitude': '37.711345', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.45627'}"
AT&T,CCL05238,Bryant St. & 4th St.,3776,41,SLI,65-X,Commercial,2,"voice, video & data",wireless phones & modems,12,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",16650,72,Jim Sidorick,925-277-6026,,"{'latitude': '37.780173', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.39704'}"
AT&T,CCL05240,Bryant St. & 3rd St.,3774,73,MUO,65-X,Commercial,2,"voice, video & data",wireless phones & modems,12,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",16650,87,Jim Sidorick,925-277-6026,,"{'latitude': '37.782549', 'needs_recoding': False, 'human_address': '{""address"":""42nd"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.39175'}"
AT&T,CCL05257,Visitacion Ave. & Raymond Ave.,6251,16,NC-2,40-X,Public,5,"voice, video & data",wireless phones & modems,9,Garage,"UMTS, LTE","700, 850, 1900,1700,2300",16650,42,Jim Sidorick,925-277-6026,,"{'latitude': '37.712391', 'needs_recoding': False, 'human_address': '{""address"":""Mission"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40734'}"
AT&T,CCL05261,McAllister St. & Broderick St.,1181,19,NC-2,65-A,Commercial,5,"voice, video & data",wireless phones & modems,9,Interior,"UMTS, LTE","700, 850, 1900,1700,2300",16650,56,Jim Sidorick,925-277-6026,,"{'latitude': '37.776783', 'needs_recoding': False, 'human_address': '{""address"":""Van Ness"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.43801'}"
AT&T,CCL05262,Haight St. & Steiner St.,861,1,NC-2,40-X,Commercial,5,"voice, video & data",wireless phones & modems,9,Roof,"UMTS, LTE","700, 850, 1900,1700,2300",16650,81,Jim Sidorick,925-277-6026,,"{'latitude': '37.771697', 'needs_recoding': False, 'human_address': '{""address"":""Sacramento"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.43223'}"
