Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
464,PS3,Shooter,1.4,1.07,0.08,0.47,3.02
465,XB,Action,1.85,1.04,0.0,0.13,3.02
466,NES,Fighting,2.03,0.47,0.45,0.07,3.02
467,PS2,Sports,1.45,1.13,0.07,0.38,3.02
468,XOne,Shooter,2.38,0.32,0.0,0.31,3.0
469,X360,Sports,2.6,0.21,0.01,0.19,3.0
470,PS2,Fighting,1.15,0.0,0.76,1.09,3.0
471,PS2,Fighting,1.57,1.02,0.0,0.41,3.0
472,PS4,Action,1.01,1.41,0.05,0.53,2.99
473,SNES,Shooter,1.61,0.51,0.8,0.07,2.99
474,PC,Misc,1.67,1.18,0.0,0.13,2.99
475,PS2,Sports,0.12,1.26,1.16,0.45,2.99
476,PS2,Action,1.36,0.86,0.64,0.13,2.99
477,3DS,Simulation,0.47,1.0,1.39,0.12,2.98
478,PS3,Shooter,1.33,1.12,0.08,0.45,2.97
479,PC,Simulation,0.96,1.72,0.0,0.29,2.97
480,PC,Role-Playing,1.58,1.01,0.0,0.38,2.97
481,PS2,Platform,1.04,1.37,0.06,0.49,2.96
482,DS,Platform,1.57,0.04,1.19,0.15,2.96
483,PS2,Action,1.36,1.15,0.04,0.41,2.96
484,X360,Fighting,1.82,0.71,0.15,0.26,2.95
485,N64,Racing,1.98,0.58,0.34,0.04,2.94
486,PS2,Shooter,2.22,0.51,0.06,0.15,2.94
487,PS2,Fighting,1.45,1.11,0.04,0.33,2.94
488,PS3,Action,1.76,0.69,0.12,0.37,2.94
489,GBA,Puzzle,2.07,0.77,0.05,0.05,2.94
490,X360,Role-Playing,1.83,0.8,0.03,0.27,2.93
491,Wii,Puzzle,0.87,1.06,0.73,0.26,2.92
492,Wii,Simulation,1.43,1.13,0.05,0.3,2.91
493,GBA,Platform,1.75,0.45,0.62,0.09,2.91
494,PS4,Sports,0.61,1.85,0.11,0.33,2.9
495,XOne,Shooter,1.84,0.8,0.04,0.22,2.9
496,PS2,Misc,1.54,1.14,0.0,0.22,2.9
497,X360,Sports,1.75,0.86,0.0,0.28,2.9
498,PS2,Sports,0.08,1.24,1.13,0.45,2.9
499,PS3,Racing,0.71,1.51,0.06,0.61,2.89
500,PS2,Sports,0.99,0.32,1.38,0.2,2.89
501,PS2,Shooter,1.51,1.12,0.01,0.24,2.89
502,Wii,Sports,1.54,1.07,0.0,0.28,2.88
503,PS,Shooter,2.03,0.72,0.02,0.11,2.88
504,DS,Simulation,1.3,1.27,0.0,0.31,2.88
505,PS,Racing,0.09,2.43,0.12,0.22,2.87
506,XOne,Shooter,1.87,0.77,0.0,0.22,2.86
507,X360,Sports,2.53,0.16,0.0,0.17,2.86
508,XB,Role-Playing,2.09,0.63,0.03,0.11,2.86
509,PS3,Fighting,1.98,0.55,0.0,0.32,2.85
510,SNES,Racing,1.37,0.51,0.89,0.07,2.85
511,N64,Platform,1.29,0.53,0.98,0.05,2.85
512,PC,Strategy,1.37,1.34,0.0,0.14,2.85
513,Wii,Action,1.4,1.14,0.0,0.31,2.85
514,PS3,Sports,0.4,1.98,0.05,0.42,2.85
515,PS3,Action,1.87,0.57,0.11,0.3,2.84
516,X360,Shooter,1.65,0.86,0.05,0.28,2.83
517,X360,Sports,2.52,0.09,0.0,0.22,2.83
518,PS3,Shooter,1.28,1.05,0.07,0.43,2.83
519,PS2,Fighting,1.32,1.08,0.04,0.39,2.83
520,GC,Shooter,1.96,0.67,0.1,0.09,2.82
521,GBA,Action,1.59,1.05,0.04,0.14,2.82
522,PC,Adventure,0.02,2.79,0.0,0.0,2.81
523,PS3,Racing,1.05,1.25,0.03,0.48,2.81
524,DS,Simulation,1.32,1.19,0.0,0.3,2.81
525,PS2,Fighting,1.32,1.06,0.04,0.38,2.8
526,X360,Action,1.74,0.8,0.0,0.26,2.8
527,DS,Platform,1.47,0.07,1.1,0.15,2.8
528,PS,Sports,0.29,0.2,2.13,0.18,2.79
529,PS3,Shooter,1.45,0.88,0.09,0.38,2.79
530,PS,Platform,1.96,0.72,0.0,0.11,2.79
531,PS2,Fighting,1.19,1.15,0.04,0.41,2.79
532,SNES,Role-Playing,0.0,0.0,2.78,0.01,2.79
533,PS,Fighting,1.98,0.7,0.0,0.11,2.79
534,PC,Shooter,0.89,1.43,0.0,0.48,2.79
535,PS2,Sports,2.19,0.22,0.0,0.38,2.79
536,DS,Puzzle,0.3,1.47,0.68,0.34,2.79
537,3DS,Role-Playing,0.46,0.29,1.96,0.07,2.79
538,PS2,Platform,1.68,0.74,0.0,0.36,2.78
539,PS4,Action,1.27,0.97,0.07,0.47,2.78
540,PS2,Platform,1.44,0.83,0.26,0.25,2.78
541,PS3,Fighting,1.2,0.98,0.17,0.43,2.78
542,PS2,Simulation,1.41,1.12,0.0,0.24,2.77
543,Wii,Platform,1.24,1.2,0.04,0.3,2.77
544,X360,Action,1.25,1.15,0.07,0.3,2.77
545,2600,Shooter,2.56,0.17,0.0,0.03,2.76
546,SNES,Misc,1.43,0.54,0.71,0.07,2.75
547,PS4,Action,1.07,1.31,0.06,0.31,2.74
548,N64,Strategy,1.02,0.36,1.13,0.23,2.73
549,NES,Action,1.33,0.31,1.04,0.05,2.73
550,X360,Adventure,1.52,0.94,0.02,0.24,2.72
551,X360,Shooter,1.49,0.93,0.02,0.27,2.71
552,GBA,Action,1.75,0.52,0.33,0.1,2.7
553,PS2,Action,0.99,0.48,1.09,0.14,2.7
554,PS4,Fighting,1.47,0.76,0.0,0.47,2.7
555,N64,Misc,1.25,0.53,0.87,0.05,2.7
556,X360,Sports,2.42,0.11,0.0,0.16,2.69
557,PS2,Action,1.85,0.64,0.01,0.19,2.69
558,X360,Sports,2.38,0.12,0.0,0.18,2.69
559,DS,Puzzle,1.63,0.52,0.35,0.18,2.69
560,X360,Sports,1.46,0.98,0.0,0.24,2.68
561,PS2,Racing,1.23,1.11,0.0,0.34,2.68
562,3DS,Role-Playing,0.0,0.0,2.68,0.0,2.68
563,PS3,Racing,0.69,1.41,0.04,0.53,2.68
564,PS3,Role-Playing,0.78,0.75,0.89,0.26,2.68
565,GEN,Fighting,1.95,0.63,0.0,0.09,2.67
566,PS2,Shooter,1.48,0.92,0.01,0.26,2.67
567,X360,Misc,1.78,0.64,0.0,0.25,2.67
568,PS,Shooter,1.44,1.09,0.0,0.14,2.67
569,XB,Role-Playing,1.99,0.58,0.0,0.09,2.66
570,DS,Action,1.59,0.8,0.0,0.26,2.65
571,PS2,Action,1.15,1.11,0.0,0.4,2.65
572,Wii,Action,1.56,0.88,0.0,0.22,2.65
573,PSP,Shooter,0.86,1.11,0.01,0.66,2.65
574,NES,Platform,0.0,0.0,2.65,0.0,2.65
575,N64,Action,2.0,0.5,0.12,0.03,2.65
576,X360,Action,1.53,0.87,0.0,0.24,2.64
577,PS2,Racing,2.0,0.47,0.02,0.14,2.63
578,PSP,Fighting,0.76,1.1,0.12,0.65,2.63
579,X360,Strategy,1.53,0.82,0.04,0.24,2.63
580,PS3,Action,1.7,0.46,0.06,0.41,2.63
581,PS2,Sports,2.15,0.12,0.0,0.36,2.62
582,Wii,Sports,1.07,1.06,0.24,0.25,2.62
583,X360,Shooter,1.55,0.81,0.04,0.21,2.62
584,X360,Sports,0.59,1.79,0.01,0.23,2.62
585,X360,Sports,2.31,0.14,0.01,0.16,2.62
586,DS,Simulation,0.63,0.84,0.96,0.19,2.61
587,PS2,Action,0.9,1.22,0.04,0.44,2.61
588,Wii,Platform,1.02,0.52,0.92,0.14,2.6
589,GEN,Action,1.86,0.55,0.11,0.08,2.6
590,PS3,Sports,0.48,1.63,0.04,0.43,2.59
591,PS3,Platform,0.93,1.12,0.08,0.45,2.59
592,PS2,Sports,2.03,0.21,0.0,0.35,2.59
593,PSP,Platform,0.64,1.24,0.01,0.69,2.58
594,PS4,Shooter,0.89,1.33,0.07,0.28,2.58
595,X360,Action,1.04,1.24,0.03,0.27,2.58
596,PSP,Role-Playing,0.37,0.27,1.75,0.18,2.58
597,PS2,Fighting,1.4,0.88,0.03,0.26,2.58
598,PS2,Platform,1.31,0.74,0.31,0.22,2.57
599,DS,Misc,0.28,1.68,0.33,0.28,2.57
600,X360,Role-Playing,1.76,0.56,0.03,0.22,2.57
601,PS2,Sports,2.14,0.08,0.0,0.35,2.57
602,GC,Platform,1.7,0.59,0.21,0.07,2.56
603,NES,Role-Playing,0.15,0.0,2.41,0.0,2.56
604,PS3,Sports,2.11,0.23,0.0,0.22,2.56
605,GC,Role-Playing,1.21,0.57,0.7,0.07,2.54
606,Wii,Sports,1.13,0.87,0.29,0.25,2.54
607,X360,Sports,2.21,0.12,0.0,0.2,2.54
608,2600,Shooter,2.36,0.14,0.0,0.03,2.53
609,PS2,Racing,1.13,1.12,0.06,0.22,2.52
610,N64,Action,1.55,0.75,0.16,0.06,2.52
611,Wii,Misc,1.5,0.78,0.0,0.24,2.52
612,NES,Role-Playing,0.49,0.0,0.52,1.51,2.52
613,PS3,Action,0.6,1.31,0.08,0.52,2.51
614,X360,Role-Playing,2.29,0.02,0.0,0.19,2.5
615,PS2,Sports,0.13,0.07,0.26,2.05,2.5
616,N64,Misc,1.28,0.14,1.08,0.01,2.5
617,PS3,Action,0.86,1.06,0.18,0.39,2.49
618,XB,Action,1.84,0.56,0.0,0.09,2.49
619,Wii,Action,1.29,0.97,0.0,0.23,2.49
620,PS2,Fighting,1.81,0.52,0.0,0.15,2.49
621,PS3,Shooter,1.15,0.85,0.1,0.39,2.48
622,X360,Racing,1.38,0.85,0.0,0.25,2.48
623,PS,Action,1.15,1.14,0.06,0.13,2.48
624,PS3,Sports,1.72,0.44,0.05,0.27,2.48
625,X360,Misc,1.93,0.34,0.0,0.21,2.48
626,X360,Sports,2.1,0.2,0.0,0.17,2.47
627,GC,Misc,1.13,0.36,0.92,0.07,2.47
628,Wii,Misc,1.67,0.58,0.0,0.2,2.46
629,PS3,Racing,1.55,0.54,0.05,0.31,2.45
630,SNES,Role-Playing,0.0,0.0,2.43,0.02,2.45
631,PS,Role-Playing,0.93,0.12,1.34,0.06,2.45
632,PS,Racing,2.12,0.25,0.0,0.07,2.44
633,X360,Shooter,1.44,0.73,0.04,0.22,2.44
634,PSP,Racing,0.87,0.98,0.0,0.59,2.44
635,PS2,Simulation,1.07,1.19,0.0,0.18,2.43
636,PC,Adventure,1.52,0.82,0.0,0.1,2.43
637,X360,Shooter,1.56,0.61,0.02,0.23,2.42
638,DC,Platform,1.26,0.61,0.46,0.08,2.42
639,NES,Sports,1.27,0.32,0.78,0.05,2.42
640,PS3,Sports,0.29,1.18,0.54,0.41,2.42
641,PS2,Fighting,1.63,0.22,0.51,0.06,2.41
642,PS2,Racing,2.07,0.26,0.0,0.08,2.41
643,PS,Action,0.81,0.76,0.7,0.14,2.41
644,XOne,Misc,1.43,0.76,0.0,0.22,2.41
645,PS2,Racing,0.69,0.0,0.04,1.68,2.41
646,XOne,Sports,2.07,0.08,0.0,0.26,2.4
647,PS,Puzzle,2.1,0.24,0.0,0.07,2.4
648,NES,Fighting,0.77,0.18,1.42,0.03,2.4
649,PC,Strategy,2.3,0.1,0.0,0.0,2.4
650,GBA,Adventure,2.15,0.18,0.0,0.07,2.39
651,PS4,Racing,0.49,1.49,0.05,0.36,2.39
652,X360,Sports,1.74,0.48,0.0,0.18,2.39
653,Wii,Action,1.54,0.63,0.0,0.22,2.39
655,PC,Misc,1.49,0.81,0.0,0.1,2.39
656,PS3,Action,1.07,0.87,0.04,0.4,2.39
657,X360,Action,1.48,0.71,0.0,0.2,2.39
658,PS2,Misc,1.67,0.61,0.03,0.07,2.38
659,PS3,Action,1.02,0.97,0.0,0.39,2.38
660,X360,Misc,1.73,0.46,0.02,0.18,2.38
661,N64,Fighting,1.94,0.39,0.03,0.02,2.38
662,PS4,Action,1.0,0.76,0.26,0.36,2.38
663,PS4,Sports,1.46,0.54,0.01,0.37,2.38
664,PS3,Sports,2.04,0.15,0.0,0.19,2.38
665,PS2,Misc,1.16,0.91,0.0,0.3,2.38
666,X360,Sports,2.18,0.01,0.0,0.18,2.37
667,PC,Shooter,2.28,0.02,0.08,0.0,2.37
668,PS2,Action,0.96,1.08,0.04,0.3,2.37
669,PS2,Sports,1.25,0.86,0.01,0.26,2.37
670,PS3,Sports,2.03,0.13,0.0,0.21,2.37
671,X360,Sports,1.38,0.74,0.02,0.22,2.36
672,GB,Platform,0.69,0.14,1.48,0.05,2.36
673,DS,Action,1.07,1.05,0.0,0.23,2.35
674,GB,Platform,1.39,0.48,0.4,0.08,2.35
675,GB,Role-Playing,0.0,0.0,2.34,0.01,2.35
676,X360,Racing,1.68,0.46,0.01,0.2,2.35
677,Wii,Platform,1.32,0.83,0.0,0.2,2.34
678,PS2,Fighting,0.92,0.0,0.01,1.41,2.34
679,Wii,Sports,1.2,0.9,0.0,0.24,2.34
680,PS2,Action,1.08,0.7,0.34,0.21,2.34
681,X360,Simulation,1.27,0.86,0.0,0.2,2.33
682,3DS,Action,1.14,0.54,0.47,0.17,2.32
683,XOne,Sports,1.93,0.14,0.0,0.24,2.32
684,Wii,Misc,1.57,0.56,0.0,0.19,2.32
685,N64,Sports,0.78,0.4,1.06,0.07,2.32
686,PS,Action,0.79,1.35,0.04,0.14,2.32
687,PS2,Shooter,0.85,1.06,0.09,0.32,2.31
688,DS,Puzzle,0.52,0.45,1.21,0.13,2.31
689,PS,Racing,1.58,0.64,0.0,0.09,2.31
690,SNES,Role-Playing,0.28,0.0,2.02,0.01,2.31
691,PS,Sports,1.65,0.46,0.1,0.1,2.31
692,X360,Action,1.24,0.85,0.0,0.21,2.3
693,PC,Action,0.95,1.06,0.0,0.29,2.3
694,DS,Role-Playing,0.95,0.54,0.62,0.18,2.3
695,PS3,Action,1.08,0.75,0.15,0.31,2.29
696,PC,Action,0.91,1.25,0.0,0.13,2.29
697,PS3,Action,1.23,0.68,0.04,0.34,2.29
698,XB,Racing,1.38,0.8,0.0,0.1,2.28
699,PS3,Sports,0.3,1.27,0.46,0.26,2.28
700,Wii,Misc,1.11,0.98,0.0,0.2,2.28
701,3DS,Action,0.0,0.0,2.28,0.0,2.28
702,NES,Platform,0.51,0.12,1.63,0.02,2.28
703,PS2,Sports,0.38,0.07,0.01,1.82,2.28
704,PS3,Action,1.01,0.9,0.0,0.37,2.28
705,PS3,Shooter,1.05,0.77,0.1,0.36,2.28
706,PS,Racing,0.07,2.0,0.02,0.18,2.28
707,3DS,Role-Playing,1.12,0.39,0.64,0.12,2.27
708,PS3,Misc,1.34,0.62,0.0,0.31,2.27
709,Wii,Misc,1.07,0.92,0.04,0.24,2.27
710,GBA,Platform,1.22,0.1,0.91,0.04,2.27
711,GBA,Platform,0.9,0.73,0.54,0.09,2.26
712,PS3,Misc,1.4,0.54,0.02,0.3,2.26
713,Wii,Shooter,1.19,0.84,0.0,0.23,2.26
714,Wii,Action,1.34,0.57,0.14,0.21,2.26
715,PSV,Misc,0.28,0.79,0.87,0.32,2.25
716,PS2,Adventure,0.62,0.44,1.06,0.13,2.25
717,PS,Sports,1.52,0.46,0.2,0.08,2.25
718,GC,Role-Playing,1.48,0.25,0.46,0.06,2.25
719,PS3,Sports,1.93,0.15,0.0,0.17,2.25
720,Wii,Role-Playing,0.67,0.41,1.05,0.11,2.25
721,PSP,Fighting,0.51,0.51,0.91,0.32,2.25
722,GBA,Platform,1.19,0.71,0.22,0.13,2.24
723,GBA,Platform,1.29,0.83,0.0,0.11,2.23
724,NES,Action,1.74,0.25,0.21,0.03,2.23
725,DS,Action,1.42,0.61,0.0,0.21,2.23
726,PS2,Simulation,1.09,0.85,0.0,0.28,2.23
727,WiiU,Platform,1.27,0.62,0.18,0.16,2.22
728,PS2,Action,0.88,1.03,0.0,0.31,2.22
729,DS,Puzzle,1.71,0.32,0.02,0.18,2.22
730,GB,Adventure,1.0,0.63,0.45,0.13,2.22
731,X360,Racing,1.03,0.98,0.0,0.21,2.22
732,X360,Shooter,1.45,0.55,0.02,0.19,2.21
733,XOne,Action,1.47,0.55,0.0,0.19,2.21
734,PS2,Action,1.06,0.82,0.05,0.28,2.21
735,X360,Misc,1.78,0.24,0.0,0.18,2.2
736,2600,Action,2.06,0.12,0.0,0.02,2.2
737,X360,Misc,2.01,0.02,0.0,0.17,2.2
738,GB,Platform,1.11,0.51,0.34,0.23,2.2
739,NES,Sports,0.15,0.0,2.05,0.0,2.2
740,Wii,Platform,1.28,0.68,0.02,0.21,2.2
741,DS,Puzzle,1.06,0.91,0.0,0.23,2.2
742,PS3,Action,0.34,0.97,0.55,0.33,2.19
743,X360,Action,1.17,0.78,0.02,0.22,2.19
744,XB,Role-Playing,1.68,0.44,0.0,0.08,2.19
745,GB,Misc,0.87,0.17,1.1,0.05,2.19
746,GB,Platform,1.04,0.72,0.3,0.13,2.19
747,PS3,Action,0.59,1.07,0.07,0.45,2.19
748,GB,Role-Playing,0.0,0.0,2.17,0.01,2.18
749,PS2,Racing,1.92,0.2,0.0,0.06,2.18
750,XOne,Racing,1.21,0.78,0.01,0.17,2.18
751,X360,Sports,1.97,0.07,0.0,0.13,2.18
752,DS,Role-Playing,1.29,0.04,0.73,0.12,2.18
753,GBA,Role-Playing,1.48,0.17,0.47,0.06,2.17
754,X360,Role-Playing,1.27,0.68,0.01,0.2,2.17
755,N64,Simulation,1.6,0.46,0.08,0.03,2.17
756,NES,Sports,0.48,0.11,1.56,0.02,2.17
757,PC,Simulation,1.23,0.83,0.0,0.1,2.16
758,Wii,Sports,1.51,0.47,0.0,0.18,2.16
759,PS,Shooter,1.5,0.55,0.02,0.08,2.15
760,PS4,Shooter,0.54,1.16,0.13,0.32,2.15
761,NES,Sports,0.14,0.03,1.98,0.0,2.15
762,XOne,Sports,0.6,1.41,0.0,0.14,2.15
763,PSP,Shooter,0.52,1.03,0.0,0.59,2.14
764,SNES,Role-Playing,0.66,0.0,1.45,0.03,2.14
765,NES,Misc,0.01,0.0,2.13,0.0,2.14
766,NES,Racing,1.47,0.38,0.19,0.1,2.14
767,PC,Simulation,1.2,0.84,0.0,0.1,2.14
768,2600,Shooter,1.99,0.12,0.0,0.02,2.13
769,PS2,Simulation,1.04,0.81,0.0,0.27,2.13
770,DS,Puzzle,0.64,0.07,1.35,0.08,2.13
771,GBA,Role-Playing,0.82,0.37,0.89,0.05,2.13
772,PS4,Action,0.59,1.16,0.06,0.33,2.13
773,DS,Action,0.93,0.97,0.02,0.21,2.12
774,DS,Role-Playing,0.91,0.05,1.07,0.09,2.12
775,Wii,Platform,1.47,0.09,0.45,0.11,2.12
776,XB,Racing,1.37,0.61,0.05,0.09,2.12
777,GB,Sports,0.83,0.33,0.92,0.04,2.12
778,PS3,Sports,1.61,0.27,0.05,0.18,2.11
779,PS3,Shooter,1.2,0.62,0.0,0.29,2.11
780,N64,Sports,1.68,0.4,0.0,0.03,2.11
781,PS3,Sports,0.11,1.34,0.4,0.26,2.11
782,PS2,Racing,1.68,0.31,0.02,0.09,2.11
783,Wii,Sports,0.9,0.45,0.63,0.13,2.11
784,Wii,Misc,1.35,0.56,0.0,0.2,2.11
785,PS2,Action,0.63,0.21,1.13,0.13,2.11
786,X360,Fighting,1.63,0.33,0.0,0.15,2.11
787,PS,Role-Playing,0.94,0.07,1.05,0.04,2.1
788,PS2,Platform,1.17,0.72,0.0,0.22,2.1
789,XB,Action,1.54,0.44,0.04,0.07,2.1
790,PSP,Racing,1.77,0.13,0.02,0.18,2.1
791,X360,Shooter,1.41,0.51,0.01,0.17,2.1
792,PS2,Action,0.99,0.63,0.29,0.19,2.09
793,PS,Sports,0.0,0.0,1.96,0.14,2.09
794,X360,Action,1.16,0.65,0.08,0.2,2.09
795,PS2,Action,1.26,0.6,0.05,0.18,2.09
796,X360,Action,1.84,0.12,0.01,0.13,2.09
797,Wii,Misc,1.97,0.0,0.0,0.12,2.09
798,DS,Simulation,0.92,0.94,0.0,0.22,2.09
799,PS4,Shooter,0.7,0.93,0.14,0.32,2.09
800,PSP,Action,0.46,0.42,0.96,0.25,2.09
801,PC,Role-Playing,1.77,0.32,0.0,0.0,2.08
802,PS2,Puzzle,1.11,0.71,0.0,0.27,2.08
803,PS3,Racing,0.63,1.02,0.05,0.39,2.08
804,Wii,Simulation,1.36,0.52,0.0,0.2,2.08
805,GC,Misc,0.97,0.33,0.73,0.06,2.08
806,PS3,Action,0.59,0.99,0.13,0.36,2.08
807,PC,Strategy,2.04,0.04,0.0,0.0,2.08
808,PC,Strategy,0.89,1.08,0.0,0.11,2.08
809,PS3,Sports,0.79,0.94,0.0,0.35,2.08
810,PS,Shooter,1.54,0.46,0.0,0.08,2.07
811,PSP,Role-Playing,0.63,0.42,0.75,0.26,2.07
812,X360,Fighting,1.48,0.39,0.0,0.19,2.07
813,PS3,Role-Playing,0.75,0.54,0.54,0.23,2.07
814,GBA,Strategy,1.64,0.36,0.0,0.07,2.07
815,X360,Racing,1.04,0.8,0.01,0.22,2.06
816,PS3,Simulation,0.73,0.97,0.02,0.34,2.06
817,X360,Action,1.2,0.63,0.04,0.19,2.06
818,GBA,Role-Playing,0.71,0.52,0.74,0.08,2.06
819,GBA,Action,1.15,0.77,0.04,0.1,2.06
820,PS,Racing,0.68,0.46,0.79,0.13,2.06
821,PS2,Fighting,1.06,0.62,0.13,0.25,2.06
822,3DS,Role-Playing,0.89,0.57,0.46,0.13,2.06
823,PS3,Racing,0.73,0.92,0.04,0.37,2.05
824,DS,Misc,1.23,0.64,0.0,0.19,2.05
825,PS3,Sports,1.43,0.33,0.04,0.25,2.05
826,DS,Role-Playing,1.16,0.06,0.83,0.0,2.05
827,GC,Misc,1.47,0.48,0.05,0.06,2.05
828,PS3,Role-Playing,0.71,0.83,0.15,0.35,2.05
829,GEN,Sports,1.75,0.25,0.0,0.05,2.05
830,X360,Racing,0.48,1.29,0.02,0.25,2.05
831,DS,Role-Playing,1.11,0.27,0.53,0.14,2.04
832,X360,Misc,1.45,0.42,0.01,0.16,2.04
833,Wii,Misc,0.73,1.09,0.0,0.23,2.04
834,PS2,Shooter,1.74,0.02,0.0,0.28,2.04
835,PS2,Action,0.71,1.02,0.0,0.31,2.04
836,GBA,Platform,1.2,0.48,0.29,0.07,2.04
837,PS3,Action,0.58,1.06,0.03,0.37,2.04
838,PS4,Sports,1.53,0.25,0.0,0.25,2.03
839,N64,Sports,1.25,0.61,0.13,0.05,2.03
840,X360,Misc,1.47,0.4,0.0,0.16,2.03
841,PS2,Sports,1.57,0.18,0.0,0.27,2.03
842,PS3,Action,1.05,0.67,0.0,0.3,2.02
843,X360,Shooter,1.81,0.05,0.01,0.15,2.02
844,X360,Sports,1.76,0.09,0.0,0.17,2.02
845,X360,Racing,0.82,0.98,0.04,0.18,2.02
846,DS,Puzzle,0.49,1.27,0.0,0.25,2.01
847,XOne,Shooter,1.2,0.62,0.0,0.18,2.01
848,PS3,Action,0.77,0.85,0.01,0.37,2.0
849,3DS,Role-Playing,0.89,0.45,0.53,0.13,2.0
850,PS4,Racing,0.35,1.31,0.02,0.33,2.0
851,SNES,Fighting,0.52,0.16,1.29,0.03,2.0
852,PS3,Fighting,1.48,0.3,0.0,0.22,2.0
853,PS,Action,0.95,0.64,0.27,0.13,1.99
854,GB,Sports,0.75,0.3,0.9,0.04,1.99
855,GBA,Action,1.21,0.64,0.05,0.09,1.99
856,PS,Action,0.75,1.09,0.02,0.12,1.98
857,SNES,Simulation,0.93,0.27,0.75,0.04,1.98
858,XOne,Shooter,1.25,0.58,0.0,0.16,1.98
859,X360,Shooter,1.11,0.63,0.07,0.16,1.98
860,PS4,Role-Playing,0.72,0.86,0.08,0.32,1.97
861,DS,Platform,0.99,0.8,0.0,0.18,1.97
862,PS2,Platform,0.74,0.95,0.0,0.28,1.97
863,Wii,Shooter,1.2,0.59,0.0,0.19,1.97
864,PS2,Action,0.71,0.58,0.51,0.17,1.97
865,PS3,Racing,1.01,0.64,0.02,0.3,1.97
866,2600,Action,1.84,0.11,0.0,0.02,1.97
867,X360,Shooter,1.22,0.57,0.02,0.15,1.96
868,PSP,Sports,0.5,0.5,0.63,0.33,1.96
869,NES,Racing,1.13,0.37,0.41,0.05,1.96
870,NES,Sports,0.18,0.23,1.53,0.02,1.96
871,DS,Platform,0.79,0.03,1.05,0.08,1.96
872,X360,Shooter,1.09,0.65,0.02,0.2,1.96
873,X360,Shooter,1.3,0.49,0.0,0.16,1.95
874,PS2,Racing,0.74,1.01,0.0,0.2,1.95
875,XB,Action,1.26,0.61,0.0,0.09,1.95
876,PC,Shooter,1.09,0.77,0.0,0.09,1.95
877,PS2,Sports,1.69,0.2,0.0,0.06,1.95
878,PS2,Fighting,0.95,0.74,0.0,0.25,1.94
879,X360,Sports,0.49,1.26,0.01,0.18,1.94
880,PC,Misc,1.94,0.0,0.0,0.0,1.94
881,PS,Adventure,0.59,1.23,0.0,0.13,1.94
882,GB,Puzzle,0.96,0.38,0.55,0.05,1.94
883,PS2,Fighting,1.09,0.15,0.65,0.04,1.94
884,PS,Racing,1.41,0.42,0.03,0.07,1.94
885,PS2,Shooter,1.42,0.4,0.0,0.12,1.94
886,PS2,Role-Playing,1.0,0.72,0.0,0.21,1.93
887,X360,Action,1.15,0.61,0.0,0.17,1.93
888,PS3,Misc,1.1,0.56,0.0,0.27,1.93
889,SNES,Fighting,1.48,0.39,0.0,0.06,1.93
890,SAT,Fighting,0.34,0.26,1.3,0.03,1.93
891,GB,Puzzle,1.06,0.6,0.2,0.07,1.93
892,X360,Fighting,1.53,0.24,0.0,0.16,1.93
893,PS3,Action,0.56,0.89,0.1,0.37,1.93
894,Wii,Sports,1.51,0.0,0.29,0.12,1.93
895,X360,Action,0.86,0.87,0.01,0.17,1.92
896,GB,Action,0.92,0.53,0.41,0.06,1.92
897,X360,Racing,0.73,0.97,0.01,0.22,1.92
898,Wii,Misc,0.87,0.85,0.0,0.2,1.92
899,PS2,Shooter,0.76,0.96,0.0,0.2,1.92
900,PC,Simulation,1.03,0.8,0.0,0.09,1.92
901,PS2,Racing,0.94,0.73,0.0,0.25,1.92
902,PS,Misc,0.26,0.16,1.46,0.03,1.92
903,Wii,Misc,1.06,0.67,0.0,0.18,1.92
904,N64,Misc,0.72,0.16,1.01,0.02,1.91
905,Wii,Action,1.14,0.57,0.0,0.19,1.91
906,Wii,Misc,1.3,0.44,0.0,0.17,1.91
907,PS4,Shooter,0.77,0.78,0.04,0.31,1.91
908,Wii,Action,1.08,0.66,0.0,0.17,1.91
909,GC,Simulation,1.03,0.75,0.03,0.09,1.9
910,PS3,Shooter,0.59,0.92,0.06,0.32,1.9
911,PS4,Racing,0.73,0.91,0.03,0.22,1.89
912,PS3,Sports,1.56,0.15,0.0,0.18,1.89
913,3DS,Role-Playing,0.21,0.3,1.33,0.04,1.89
914,PS3,Platform,1.05,0.54,0.03,0.26,1.88
915,PS,Role-Playing,1.37,0.44,0.0,0.08,1.88
916,PS2,Fighting,0.92,0.72,0.0,0.24,1.88
917,PS,Sports,0.25,0.12,1.48,0.03,1.88
918,PS2,Shooter,0.89,0.69,0.09,0.21,1.88
919,PS,Fighting,1.42,0.36,0.03,0.07,1.88
920,PS2,Misc,0.47,0.08,0.0,1.33,1.87
921,GC,Adventure,0.96,0.53,0.3,0.09,1.87
922,PS,Sports,0.22,1.47,0.04,0.14,1.87
923,PS2,Action,0.53,0.16,1.07,0.1,1.87
924,3DS,Platform,0.73,0.62,0.4,0.12,1.87
925,GB,Adventure,0.87,0.52,0.41,0.06,1.86
926,XB,Sports,1.75,0.03,0.0,0.08,1.86
927,PS2,Platform,1.12,0.69,0.03,0.02,1.86
928,PS,Role-Playing,0.94,0.44,0.39,0.1,1.86
929,N64,Platform,1.37,0.41,0.04,0.04,1.86
