Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales
536,DS,Puzzle,0.3,1.47,0.68,0.34
537,3DS,Role-Playing,0.46,0.29,1.96,0.07
538,PS2,Platform,1.68,0.74,0.0,0.36
539,PS4,Action,1.27,0.97,0.07,0.47
540,PS2,Platform,1.44,0.83,0.26,0.25
541,PS3,Fighting,1.2,0.98,0.17,0.43
542,PS2,Simulation,1.41,1.12,0.0,0.24
543,Wii,Platform,1.24,1.2,0.04,0.3
544,X360,Action,1.25,1.15,0.07,0.3
545,2600,Shooter,2.56,0.17,0.0,0.03
546,SNES,Misc,1.43,0.54,0.71,0.07
547,PS4,Action,1.07,1.31,0.06,0.31
548,N64,Strategy,1.02,0.36,1.13,0.23
549,NES,Action,1.33,0.31,1.04,0.05
550,X360,Adventure,1.52,0.94,0.02,0.24
551,X360,Shooter,1.49,0.93,0.02,0.27
552,GBA,Action,1.75,0.52,0.33,0.1
553,PS2,Action,0.99,0.48,1.09,0.14
554,PS4,Fighting,1.47,0.76,0.0,0.47
555,N64,Misc,1.25,0.53,0.87,0.05
556,X360,Sports,2.42,0.11,0.0,0.16
557,PS2,Action,1.85,0.64,0.01,0.19
558,X360,Sports,2.38,0.12,0.0,0.18
559,DS,Puzzle,1.63,0.52,0.35,0.18
560,X360,Sports,1.46,0.98,0.0,0.24
561,PS2,Racing,1.23,1.11,0.0,0.34
562,3DS,Role-Playing,0.0,0.0,2.68,0.0
563,PS3,Racing,0.69,1.41,0.04,0.53
564,PS3,Role-Playing,0.78,0.75,0.89,0.26
565,GEN,Fighting,1.95,0.63,0.0,0.09
566,PS2,Shooter,1.48,0.92,0.01,0.26
567,X360,Misc,1.78,0.64,0.0,0.25
568,PS,Shooter,1.44,1.09,0.0,0.14
569,XB,Role-Playing,1.99,0.58,0.0,0.09
570,DS,Action,1.59,0.8,0.0,0.26
571,PS2,Action,1.15,1.11,0.0,0.4
572,Wii,Action,1.56,0.88,0.0,0.22
573,PSP,Shooter,0.86,1.11,0.01,0.66
574,NES,Platform,0.0,0.0,2.65,0.0
575,N64,Action,2.0,0.5,0.12,0.03
576,X360,Action,1.53,0.87,0.0,0.24
577,PS2,Racing,2.0,0.47,0.02,0.14
578,PSP,Fighting,0.76,1.1,0.12,0.65
579,X360,Strategy,1.53,0.82,0.04,0.24
580,PS3,Action,1.7,0.46,0.06,0.41
581,PS2,Sports,2.15,0.12,0.0,0.36
582,Wii,Sports,1.07,1.06,0.24,0.25
583,X360,Shooter,1.55,0.81,0.04,0.21
584,X360,Sports,0.59,1.79,0.01,0.23
585,X360,Sports,2.31,0.14,0.01,0.16
586,DS,Simulation,0.63,0.84,0.96,0.19
587,PS2,Action,0.9,1.22,0.04,0.44
588,Wii,Platform,1.02,0.52,0.92,0.14
589,GEN,Action,1.86,0.55,0.11,0.08
590,PS3,Sports,0.48,1.63,0.04,0.43
591,PS3,Platform,0.93,1.12,0.08,0.45
592,PS2,Sports,2.03,0.21,0.0,0.35
593,PSP,Platform,0.64,1.24,0.01,0.69
594,PS4,Shooter,0.89,1.33,0.07,0.28
595,X360,Action,1.04,1.24,0.03,0.27
596,PSP,Role-Playing,0.37,0.27,1.75,0.18
597,PS2,Fighting,1.4,0.88,0.03,0.26
598,PS2,Platform,1.31,0.74,0.31,0.22
599,DS,Misc,0.28,1.68,0.33,0.28
600,X360,Role-Playing,1.76,0.56,0.03,0.22
601,PS2,Sports,2.14,0.08,0.0,0.35
602,GC,Platform,1.7,0.59,0.21,0.07
603,NES,Role-Playing,0.15,0.0,2.41,0.0
604,PS3,Sports,2.11,0.23,0.0,0.22
605,GC,Role-Playing,1.21,0.57,0.7,0.07
606,Wii,Sports,1.13,0.87,0.29,0.25
607,X360,Sports,2.21,0.12,0.0,0.2
608,2600,Shooter,2.36,0.14,0.0,0.03
609,PS2,Racing,1.13,1.12,0.06,0.22
610,N64,Action,1.55,0.75,0.16,0.06
611,Wii,Misc,1.5,0.78,0.0,0.24
612,NES,Role-Playing,0.49,0.0,0.52,1.51
613,PS3,Action,0.6,1.31,0.08,0.52
614,X360,Role-Playing,2.29,0.02,0.0,0.19
615,PS2,Sports,0.13,0.07,0.26,2.05
616,N64,Misc,1.28,0.14,1.08,0.01
617,PS3,Action,0.86,1.06,0.18,0.39
618,XB,Action,1.84,0.56,0.0,0.09
619,Wii,Action,1.29,0.97,0.0,0.23
620,PS2,Fighting,1.81,0.52,0.0,0.15
621,PS3,Shooter,1.15,0.85,0.1,0.39
622,X360,Racing,1.38,0.85,0.0,0.25
623,PS,Action,1.15,1.14,0.06,0.13
624,PS3,Sports,1.72,0.44,0.05,0.27
625,X360,Misc,1.93,0.34,0.0,0.21
626,X360,Sports,2.1,0.2,0.0,0.17
627,GC,Misc,1.13,0.36,0.92,0.07
628,Wii,Misc,1.67,0.58,0.0,0.2
629,PS3,Racing,1.55,0.54,0.05,0.31
630,SNES,Role-Playing,0.0,0.0,2.43,0.02
631,PS,Role-Playing,0.93,0.12,1.34,0.06
632,PS,Racing,2.12,0.25,0.0,0.07
633,X360,Shooter,1.44,0.73,0.04,0.22
634,PSP,Racing,0.87,0.98,0.0,0.59
635,PS2,Simulation,1.07,1.19,0.0,0.18
636,PC,Adventure,1.52,0.82,0.0,0.1
637,X360,Shooter,1.56,0.61,0.02,0.23
638,DC,Platform,1.26,0.61,0.46,0.08
639,NES,Sports,1.27,0.32,0.78,0.05
640,PS3,Sports,0.29,1.18,0.54,0.41
641,PS2,Fighting,1.63,0.22,0.51,0.06
642,PS2,Racing,2.07,0.26,0.0,0.08
643,PS,Action,0.81,0.76,0.7,0.14
644,XOne,Misc,1.43,0.76,0.0,0.22
645,PS2,Racing,0.69,0.0,0.04,1.68
646,XOne,Sports,2.07,0.08,0.0,0.26
647,PS,Puzzle,2.1,0.24,0.0,0.07
648,NES,Fighting,0.77,0.18,1.42,0.03
649,PC,Strategy,2.3,0.1,0.0,0.0
650,GBA,Adventure,2.15,0.18,0.0,0.07
651,PS4,Racing,0.49,1.49,0.05,0.36
652,X360,Sports,1.74,0.48,0.0,0.18
653,Wii,Action,1.54,0.63,0.0,0.22
655,PC,Misc,1.49,0.81,0.0,0.1
656,PS3,Action,1.07,0.87,0.04,0.4
657,X360,Action,1.48,0.71,0.0,0.2
658,PS2,Misc,1.67,0.61,0.03,0.07
659,PS3,Action,1.02,0.97,0.0,0.39
660,X360,Misc,1.73,0.46,0.02,0.18
661,N64,Fighting,1.94,0.39,0.03,0.02
662,PS4,Action,1.0,0.76,0.26,0.36
663,PS4,Sports,1.46,0.54,0.01,0.37
664,PS3,Sports,2.04,0.15,0.0,0.19
665,PS2,Misc,1.16,0.91,0.0,0.3
666,X360,Sports,2.18,0.01,0.0,0.18
667,PC,Shooter,2.28,0.02,0.08,0.0
668,PS2,Action,0.96,1.08,0.04,0.3
669,PS2,Sports,1.25,0.86,0.01,0.26
670,PS3,Sports,2.03,0.13,0.0,0.21
671,X360,Sports,1.38,0.74,0.02,0.22
672,GB,Platform,0.69,0.14,1.48,0.05
673,DS,Action,1.07,1.05,0.0,0.23
674,GB,Platform,1.39,0.48,0.4,0.08
675,GB,Role-Playing,0.0,0.0,2.34,0.01
676,X360,Racing,1.68,0.46,0.01,0.2
677,Wii,Platform,1.32,0.83,0.0,0.2
678,PS2,Fighting,0.92,0.0,0.01,1.41
679,Wii,Sports,1.2,0.9,0.0,0.24
680,PS2,Action,1.08,0.7,0.34,0.21
681,X360,Simulation,1.27,0.86,0.0,0.2
682,3DS,Action,1.14,0.54,0.47,0.17
683,XOne,Sports,1.93,0.14,0.0,0.24
684,Wii,Misc,1.57,0.56,0.0,0.19
685,N64,Sports,0.78,0.4,1.06,0.07
686,PS,Action,0.79,1.35,0.04,0.14
687,PS2,Shooter,0.85,1.06,0.09,0.32
688,DS,Puzzle,0.52,0.45,1.21,0.13
689,PS,Racing,1.58,0.64,0.0,0.09
690,SNES,Role-Playing,0.28,0.0,2.02,0.01
691,PS,Sports,1.65,0.46,0.1,0.1
692,X360,Action,1.24,0.85,0.0,0.21
693,PC,Action,0.95,1.06,0.0,0.29
694,DS,Role-Playing,0.95,0.54,0.62,0.18
695,PS3,Action,1.08,0.75,0.15,0.31
696,PC,Action,0.91,1.25,0.0,0.13
697,PS3,Action,1.23,0.68,0.04,0.34
698,XB,Racing,1.38,0.8,0.0,0.1
699,PS3,Sports,0.3,1.27,0.46,0.26
700,Wii,Misc,1.11,0.98,0.0,0.2
701,3DS,Action,0.0,0.0,2.28,0.0
702,NES,Platform,0.51,0.12,1.63,0.02
703,PS2,Sports,0.38,0.07,0.01,1.82
704,PS3,Action,1.01,0.9,0.0,0.37
705,PS3,Shooter,1.05,0.77,0.1,0.36
706,PS,Racing,0.07,2.0,0.02,0.18
707,3DS,Role-Playing,1.12,0.39,0.64,0.12
708,PS3,Misc,1.34,0.62,0.0,0.31
709,Wii,Misc,1.07,0.92,0.04,0.24
710,GBA,Platform,1.22,0.1,0.91,0.04
711,GBA,Platform,0.9,0.73,0.54,0.09
712,PS3,Misc,1.4,0.54,0.02,0.3
713,Wii,Shooter,1.19,0.84,0.0,0.23
714,Wii,Action,1.34,0.57,0.14,0.21
715,PSV,Misc,0.28,0.79,0.87,0.32
716,PS2,Adventure,0.62,0.44,1.06,0.13
717,PS,Sports,1.52,0.46,0.2,0.08
718,GC,Role-Playing,1.48,0.25,0.46,0.06
719,PS3,Sports,1.93,0.15,0.0,0.17
720,Wii,Role-Playing,0.67,0.41,1.05,0.11
721,PSP,Fighting,0.51,0.51,0.91,0.32
722,GBA,Platform,1.19,0.71,0.22,0.13
723,GBA,Platform,1.29,0.83,0.0,0.11
724,NES,Action,1.74,0.25,0.21,0.03
725,DS,Action,1.42,0.61,0.0,0.21
726,PS2,Simulation,1.09,0.85,0.0,0.28
727,WiiU,Platform,1.27,0.62,0.18,0.16
728,PS2,Action,0.88,1.03,0.0,0.31
729,DS,Puzzle,1.71,0.32,0.02,0.18
730,GB,Adventure,1.0,0.63,0.45,0.13
731,X360,Racing,1.03,0.98,0.0,0.21
732,X360,Shooter,1.45,0.55,0.02,0.19
733,XOne,Action,1.47,0.55,0.0,0.19
734,PS2,Action,1.06,0.82,0.05,0.28
735,X360,Misc,1.78,0.24,0.0,0.18
736,2600,Action,2.06,0.12,0.0,0.02
737,X360,Misc,2.01,0.02,0.0,0.17
738,GB,Platform,1.11,0.51,0.34,0.23
739,NES,Sports,0.15,0.0,2.05,0.0
740,Wii,Platform,1.28,0.68,0.02,0.21
741,DS,Puzzle,1.06,0.91,0.0,0.23
742,PS3,Action,0.34,0.97,0.55,0.33
743,X360,Action,1.17,0.78,0.02,0.22
744,XB,Role-Playing,1.68,0.44,0.0,0.08
745,GB,Misc,0.87,0.17,1.1,0.05
746,GB,Platform,1.04,0.72,0.3,0.13
747,PS3,Action,0.59,1.07,0.07,0.45
748,GB,Role-Playing,0.0,0.0,2.17,0.01
749,PS2,Racing,1.92,0.2,0.0,0.06
750,XOne,Racing,1.21,0.78,0.01,0.17
751,X360,Sports,1.97,0.07,0.0,0.13
752,DS,Role-Playing,1.29,0.04,0.73,0.12
753,GBA,Role-Playing,1.48,0.17,0.47,0.06
754,X360,Role-Playing,1.27,0.68,0.01,0.2
755,N64,Simulation,1.6,0.46,0.08,0.03
756,NES,Sports,0.48,0.11,1.56,0.02
757,PC,Simulation,1.23,0.83,0.0,0.1
758,Wii,Sports,1.51,0.47,0.0,0.18
759,PS,Shooter,1.5,0.55,0.02,0.08
760,PS4,Shooter,0.54,1.16,0.13,0.32
761,NES,Sports,0.14,0.03,1.98,0.0
762,XOne,Sports,0.6,1.41,0.0,0.14
763,PSP,Shooter,0.52,1.03,0.0,0.59
764,SNES,Role-Playing,0.66,0.0,1.45,0.03
765,NES,Misc,0.01,0.0,2.13,0.0
766,NES,Racing,1.47,0.38,0.19,0.1
767,PC,Simulation,1.2,0.84,0.0,0.1
768,2600,Shooter,1.99,0.12,0.0,0.02
769,PS2,Simulation,1.04,0.81,0.0,0.27
770,DS,Puzzle,0.64,0.07,1.35,0.08
771,GBA,Role-Playing,0.82,0.37,0.89,0.05
772,PS4,Action,0.59,1.16,0.06,0.33
773,DS,Action,0.93,0.97,0.02,0.21
774,DS,Role-Playing,0.91,0.05,1.07,0.09
775,Wii,Platform,1.47,0.09,0.45,0.11
776,XB,Racing,1.37,0.61,0.05,0.09
777,GB,Sports,0.83,0.33,0.92,0.04
778,PS3,Sports,1.61,0.27,0.05,0.18
779,PS3,Shooter,1.2,0.62,0.0,0.29
780,N64,Sports,1.68,0.4,0.0,0.03
781,PS3,Sports,0.11,1.34,0.4,0.26
782,PS2,Racing,1.68,0.31,0.02,0.09
783,Wii,Sports,0.9,0.45,0.63,0.13
784,Wii,Misc,1.35,0.56,0.0,0.2
785,PS2,Action,0.63,0.21,1.13,0.13
786,X360,Fighting,1.63,0.33,0.0,0.15
787,PS,Role-Playing,0.94,0.07,1.05,0.04
788,PS2,Platform,1.17,0.72,0.0,0.22
789,XB,Action,1.54,0.44,0.04,0.07
790,PSP,Racing,1.77,0.13,0.02,0.18
791,X360,Shooter,1.41,0.51,0.01,0.17
792,PS2,Action,0.99,0.63,0.29,0.19
793,PS,Sports,0.0,0.0,1.96,0.14
794,X360,Action,1.16,0.65,0.08,0.2
795,PS2,Action,1.26,0.6,0.05,0.18
796,X360,Action,1.84,0.12,0.01,0.13
797,Wii,Misc,1.97,0.0,0.0,0.12
798,DS,Simulation,0.92,0.94,0.0,0.22
799,PS4,Shooter,0.7,0.93,0.14,0.32
800,PSP,Action,0.46,0.42,0.96,0.25
801,PC,Role-Playing,1.77,0.32,0.0,0.0
802,PS2,Puzzle,1.11,0.71,0.0,0.27
803,PS3,Racing,0.63,1.02,0.05,0.39
804,Wii,Simulation,1.36,0.52,0.0,0.2
805,GC,Misc,0.97,0.33,0.73,0.06
806,PS3,Action,0.59,0.99,0.13,0.36
807,PC,Strategy,2.04,0.04,0.0,0.0
808,PC,Strategy,0.89,1.08,0.0,0.11
809,PS3,Sports,0.79,0.94,0.0,0.35
810,PS,Shooter,1.54,0.46,0.0,0.08
811,PSP,Role-Playing,0.63,0.42,0.75,0.26
812,X360,Fighting,1.48,0.39,0.0,0.19
813,PS3,Role-Playing,0.75,0.54,0.54,0.23
814,GBA,Strategy,1.64,0.36,0.0,0.07
815,X360,Racing,1.04,0.8,0.01,0.22
816,PS3,Simulation,0.73,0.97,0.02,0.34
817,X360,Action,1.2,0.63,0.04,0.19
818,GBA,Role-Playing,0.71,0.52,0.74,0.08
819,GBA,Action,1.15,0.77,0.04,0.1
820,PS,Racing,0.68,0.46,0.79,0.13
821,PS2,Fighting,1.06,0.62,0.13,0.25
822,3DS,Role-Playing,0.89,0.57,0.46,0.13
823,PS3,Racing,0.73,0.92,0.04,0.37
824,DS,Misc,1.23,0.64,0.0,0.19
825,PS3,Sports,1.43,0.33,0.04,0.25
826,DS,Role-Playing,1.16,0.06,0.83,0.0
827,GC,Misc,1.47,0.48,0.05,0.06
828,PS3,Role-Playing,0.71,0.83,0.15,0.35
829,GEN,Sports,1.75,0.25,0.0,0.05
830,X360,Racing,0.48,1.29,0.02,0.25
831,DS,Role-Playing,1.11,0.27,0.53,0.14
832,X360,Misc,1.45,0.42,0.01,0.16
833,Wii,Misc,0.73,1.09,0.0,0.23
834,PS2,Shooter,1.74,0.02,0.0,0.28
835,PS2,Action,0.71,1.02,0.0,0.31
836,GBA,Platform,1.2,0.48,0.29,0.07
837,PS3,Action,0.58,1.06,0.03,0.37
838,PS4,Sports,1.53,0.25,0.0,0.25
839,N64,Sports,1.25,0.61,0.13,0.05
840,X360,Misc,1.47,0.4,0.0,0.16
841,PS2,Sports,1.57,0.18,0.0,0.27
842,PS3,Action,1.05,0.67,0.0,0.3
843,X360,Shooter,1.81,0.05,0.01,0.15
844,X360,Sports,1.76,0.09,0.0,0.17
845,X360,Racing,0.82,0.98,0.04,0.18
846,DS,Puzzle,0.49,1.27,0.0,0.25
847,XOne,Shooter,1.2,0.62,0.0,0.18
848,PS3,Action,0.77,0.85,0.01,0.37
849,3DS,Role-Playing,0.89,0.45,0.53,0.13
850,PS4,Racing,0.35,1.31,0.02,0.33
851,SNES,Fighting,0.52,0.16,1.29,0.03
852,PS3,Fighting,1.48,0.3,0.0,0.22
853,PS,Action,0.95,0.64,0.27,0.13
854,GB,Sports,0.75,0.3,0.9,0.04
855,GBA,Action,1.21,0.64,0.05,0.09
856,PS,Action,0.75,1.09,0.02,0.12
857,SNES,Simulation,0.93,0.27,0.75,0.04
858,XOne,Shooter,1.25,0.58,0.0,0.16
859,X360,Shooter,1.11,0.63,0.07,0.16
860,PS4,Role-Playing,0.72,0.86,0.08,0.32
861,DS,Platform,0.99,0.8,0.0,0.18
862,PS2,Platform,0.74,0.95,0.0,0.28
863,Wii,Shooter,1.2,0.59,0.0,0.19
864,PS2,Action,0.71,0.58,0.51,0.17
865,PS3,Racing,1.01,0.64,0.02,0.3
866,2600,Action,1.84,0.11,0.0,0.02
867,X360,Shooter,1.22,0.57,0.02,0.15
868,PSP,Sports,0.5,0.5,0.63,0.33
869,NES,Racing,1.13,0.37,0.41,0.05
870,NES,Sports,0.18,0.23,1.53,0.02
871,DS,Platform,0.79,0.03,1.05,0.08
872,X360,Shooter,1.09,0.65,0.02,0.2
873,X360,Shooter,1.3,0.49,0.0,0.16
874,PS2,Racing,0.74,1.01,0.0,0.2
875,XB,Action,1.26,0.61,0.0,0.09
876,PC,Shooter,1.09,0.77,0.0,0.09
877,PS2,Sports,1.69,0.2,0.0,0.06
878,PS2,Fighting,0.95,0.74,0.0,0.25
879,X360,Sports,0.49,1.26,0.01,0.18
880,PC,Misc,1.94,0.0,0.0,0.0
881,PS,Adventure,0.59,1.23,0.0,0.13
882,GB,Puzzle,0.96,0.38,0.55,0.05
883,PS2,Fighting,1.09,0.15,0.65,0.04
884,PS,Racing,1.41,0.42,0.03,0.07
885,PS2,Shooter,1.42,0.4,0.0,0.12
886,PS2,Role-Playing,1.0,0.72,0.0,0.21
887,X360,Action,1.15,0.61,0.0,0.17
888,PS3,Misc,1.1,0.56,0.0,0.27
889,SNES,Fighting,1.48,0.39,0.0,0.06
890,SAT,Fighting,0.34,0.26,1.3,0.03
891,GB,Puzzle,1.06,0.6,0.2,0.07
892,X360,Fighting,1.53,0.24,0.0,0.16
893,PS3,Action,0.56,0.89,0.1,0.37
894,Wii,Sports,1.51,0.0,0.29,0.12
895,X360,Action,0.86,0.87,0.01,0.17
896,GB,Action,0.92,0.53,0.41,0.06
897,X360,Racing,0.73,0.97,0.01,0.22
898,Wii,Misc,0.87,0.85,0.0,0.2
899,PS2,Shooter,0.76,0.96,0.0,0.2
900,PC,Simulation,1.03,0.8,0.0,0.09
901,PS2,Racing,0.94,0.73,0.0,0.25
902,PS,Misc,0.26,0.16,1.46,0.03
903,Wii,Misc,1.06,0.67,0.0,0.18
904,N64,Misc,0.72,0.16,1.01,0.02
905,Wii,Action,1.14,0.57,0.0,0.19
906,Wii,Misc,1.3,0.44,0.0,0.17
907,PS4,Shooter,0.77,0.78,0.04,0.31
908,Wii,Action,1.08,0.66,0.0,0.17
909,GC,Simulation,1.03,0.75,0.03,0.09
910,PS3,Shooter,0.59,0.92,0.06,0.32
911,PS4,Racing,0.73,0.91,0.03,0.22
912,PS3,Sports,1.56,0.15,0.0,0.18
913,3DS,Role-Playing,0.21,0.3,1.33,0.04
914,PS3,Platform,1.05,0.54,0.03,0.26
915,PS,Role-Playing,1.37,0.44,0.0,0.08
916,PS2,Fighting,0.92,0.72,0.0,0.24
917,PS,Sports,0.25,0.12,1.48,0.03
918,PS2,Shooter,0.89,0.69,0.09,0.21
919,PS,Fighting,1.42,0.36,0.03,0.07
920,PS2,Misc,0.47,0.08,0.0,1.33
921,GC,Adventure,0.96,0.53,0.3,0.09
922,PS,Sports,0.22,1.47,0.04,0.14
923,PS2,Action,0.53,0.16,1.07,0.1
924,3DS,Platform,0.73,0.62,0.4,0.12
925,GB,Adventure,0.87,0.52,0.41,0.06
926,XB,Sports,1.75,0.03,0.0,0.08
927,PS2,Platform,1.12,0.69,0.03,0.02
928,PS,Role-Playing,0.94,0.44,0.39,0.1
929,N64,Platform,1.37,0.41,0.04,0.04
930,PS2,Misc,0.0,1.37,0.0,0.49
931,PS4,Platform,0.64,0.92,0.01,0.29
932,PS2,Sports,0.91,0.71,0.0,0.24
933,DS,Action,1.34,0.37,0.0,0.15
934,PS,Role-Playing,0.62,0.42,0.69,0.12
935,Wii,Action,0.85,0.71,0.13,0.16
936,3DS,Misc,0.61,0.59,0.55,0.11
937,PS2,Platform,1.33,0.49,0.0,0.03
938,Wii,Misc,0.83,0.82,0.0,0.2
939,GBA,Role-Playing,1.26,0.18,0.35,0.06
940,NES,Action,0.8,0.19,0.83,0.03
941,PS3,Action,1.05,0.49,0.08,0.23
942,PS2,Racing,0.0,1.1,0.42,0.33
943,PS3,Role-Playing,0.97,0.34,0.35,0.18
944,PS2,Sports,1.53,0.05,0.0,0.25
945,N64,Simulation,0.83,0.06,0.93,0.0
946,GBA,Misc,1.31,0.49,0.0,0.03
947,PC,Role-Playing,0.84,0.76,0.0,0.23
948,PS,Racing,1.33,0.4,0.03,0.07
949,PS4,Action,0.46,1.02,0.07,0.28
950,SNES,Role-Playing,0.25,0.07,1.49,0.02
951,X360,Shooter,1.09,0.54,0.02,0.17
952,PS,Simulation,0.92,0.33,0.52,0.05
953,3DS,Platform,0.61,0.34,0.79,0.09
954,GEN,Platform,1.24,0.43,0.03,0.12
955,PS2,Misc,1.73,0.07,0.0,0.02
956,PC,Simulation,1.81,0.0,0.0,0.0
957,Wii,Shooter,0.91,0.74,0.07,0.09
958,DS,Role-Playing,0.22,0.21,1.35,0.03
959,PS4,Action,0.55,0.84,0.11,0.31
960,PS2,Simulation,1.05,0.59,0.0,0.18
961,DC,Racing,1.1,0.51,0.12,0.08
962,PS2,Fighting,0.78,0.44,0.56,0.04
963,PS2,Platform,0.88,0.69,0.0,0.23
964,PS2,Misc,1.0,0.03,0.0,0.77
965,GBA,Platform,0.93,0.59,0.21,0.07
966,X360,Sports,1.66,0.0,0.01,0.13
967,PS3,Action,1.41,0.21,0.03,0.16
968,PS,Sports,1.0,0.68,0.0,0.12
969,PS3,Shooter,0.49,0.96,0.07,0.27
970,SNES,Platform,1.26,0.39,0.08,0.06
971,PS3,Adventure,0.52,0.88,0.06,0.34
972,X360,Action,1.05,0.57,0.03,0.14
973,PS2,Racing,1.25,0.29,0.0,0.24
974,DS,Role-Playing,0.23,0.03,1.49,0.03
975,PS,Action,1.12,0.58,0.0,0.08
976,PS2,Action,0.39,1.01,0.02,0.36
977,3DS,Puzzle,0.32,0.95,0.36,0.14
978,PS3,Action,0.45,0.94,0.06,0.33
979,PS3,Role-Playing,0.41,0.46,0.72,0.19
980,WiiU,Action,0.93,0.57,0.14,0.13
981,PS2,Action,0.85,0.76,0.0,0.16
982,Wii,Misc,1.16,0.45,0.0,0.16
983,WiiU,Misc,0.31,0.54,0.84,0.08
984,PS3,Sports,1.59,0.03,0.0,0.15
985,SNES,Role-Playing,0.24,0.09,1.33,0.12
986,N64,Platform,0.63,0.06,1.03,0.04
987,XB,Fighting,1.19,0.29,0.24,0.06
988,PS3,Fighting,1.07,0.45,0.01,0.24
989,GB,Adventure,0.85,0.31,0.56,0.04
990,PS,Fighting,1.27,0.42,0.0,0.07
991,PS2,Platform,1.06,0.54,0.0,0.16
992,GBA,Role-Playing,0.93,0.38,0.4,0.06
993,GEN,Platform,1.02,0.47,0.2,0.07
994,NES,Platform,0.53,0.12,1.09,0.02
995,PS2,Fighting,0.86,0.67,0.0,0.22
996,XB,Shooter,1.23,0.46,0.0,0.07
997,PS2,Action,0.86,0.67,0.0,0.22
998,PS3,Shooter,0.72,0.69,0.04,0.31
999,X360,Action,0.68,0.9,0.01,0.17
1000,GBA,Action,1.26,0.47,0.0,0.03
1001,X360,Shooter,1.11,0.48,0.0,0.16
1002,PS2,Simulation,0.52,0.95,0.0,0.29
1003,PS3,Sports,0.35,1.07,0.02,0.32
1004,PS2,Simulation,0.61,0.87,0.02,0.26
1005,PS,Sports,1.68,0.04,0.0,0.04
1006,PS3,Role-Playing,0.9,0.37,0.25,0.24
1007,XB,Shooter,1.24,0.45,0.0,0.07
1008,PS2,Sports,0.06,0.9,0.53,0.27
1009,X360,Shooter,1.0,0.54,0.03,0.18
1010,NES,Puzzle,0.7,0.13,0.91,0.01
1011,SNES,Platform,0.94,0.34,0.21,0.27
1012,NES,Platform,0.79,0.14,0.8,0.02
1013,DS,Simulation,0.83,0.66,0.08,0.18
1014,PS2,Simulation,0.85,0.66,0.01,0.22
1015,GBA,Misc,1.25,0.46,0.0,0.03
1016,PS,Adventure,0.72,0.89,0.04,0.1
1017,PS2,Role-Playing,0.63,0.49,0.45,0.17
1018,PS3,Shooter,0.83,0.63,0.02,0.25
1019,Wii,Misc,1.19,0.4,0.0,0.16
1020,XOne,Racing,0.69,0.89,0.03,0.14
1021,Wii,Platform,0.96,0.61,0.01,0.16
1022,N64,Racing,1.69,0.04,0.0,0.01
1023,PS,Sports,1.66,0.04,0.0,0.04
1024,PS4,Role-Playing,0.49,0.88,0.06,0.3
1025,PSV,Shooter,0.59,0.75,0.13,0.27
1026,PS3,Shooter,0.67,0.66,0.12,0.27
1027,PS2,Sports,0.85,0.66,0.0,0.22
1028,PS4,Shooter,0.64,0.68,0.14,0.26
1029,PS,Action,1.48,0.2,0.0,0.05
1030,GB,Action,0.94,0.62,0.1,0.07
1031,Wii,Action,1.15,0.44,0.0,0.14
1032,GBA,Platform,0.95,0.7,0.0,0.08
1033,X360,Action,1.06,0.52,0.01,0.14
1034,PS2,Action,0.85,0.66,0.0,0.22
1035,PS4,Shooter,0.61,0.78,0.06,0.27
1036,PS4,Role-Playing,0.66,0.78,0.0,0.28
1037,PS2,Shooter,0.61,0.18,0.0,0.94
1038,DS,Simulation,0.7,0.83,0.0,0.19
1039,PC,Shooter,0.41,0.98,0.0,0.33
1040,XB,Sports,1.61,0.03,0.0,0.08
1041,PS2,Role-Playing,0.8,0.21,0.55,0.15
1042,PC,Simulation,0.59,0.87,0.0,0.25
1043,Wii,Puzzle,1.43,0.16,0.0,0.12
1044,PS,Platform,0.99,0.64,0.0,0.08
1045,DS,Misc,1.15,0.41,0.0,0.15
1046,PS2,Simulation,0.88,0.34,0.32,0.18
1047,XB,Racing,1.09,0.55,0.0,0.07
1048,DS,Misc,0.0,0.0,1.71,0.0
1049,GBA,Puzzle,1.25,0.39,0.0,0.06
1050,Wii,Sports,1.58,0.0,0.0,0.12
1051,PS4,Racing,0.34,1.08,0.03,0.26
1052,PS2,Sports,0.23,0.24,0.0,1.23
1053,Wii,Sports,0.99,0.42,0.14,0.15
1054,DS,Puzzle,0.49,1.12,0.0,0.09
1055,Wii,Platform,0.62,0.21,0.79,0.08
1056,SNES,Puzzle,0.0,0.0,1.69,0.01
1057,DS,Action,0.69,0.83,0.0,0.19
1058,PS2,Sports,1.41,0.05,0.0,0.23
1059,PS2,Shooter,1.22,0.34,0.04,0.1
1060,XOne,Sports,1.36,0.18,0.0,0.15
1061,PS3,Action,0.88,0.54,0.02,0.25
1062,X360,Action,1.01,0.53,0.01,0.14
1063,PS,Misc,0.94,0.64,0.0,0.11
1064,PS3,Role-Playing,0.96,0.44,0.08,0.22
1065,X360,Sports,0.55,1.01,0.0,0.13
1066,N64,Fighting,1.37,0.28,0.03,0.02
1067,PS,Fighting,1.1,0.48,0.04,0.07
1068,GBA,Action,0.87,0.66,0.08,0.08
1069,X360,Racing,0.79,0.71,0.01,0.18
1070,GBA,Role-Playing,1.52,0.12,0.0,0.05
