Rank,Name,Platform,Genre,NA_Sales,EU_Sales,JP_Sales
464,Killzone 2,5,6,1.4,1.07,0.08
465,Tom Clancy's Splinter Cell,13,8,1.85,1.04,0.0
466,Mike Tyson's Punch-Out!!,1,9,2.03,0.47,0.45
467,WWE SmackDown! Shut Your Mouth,6,0,1.45,1.13,0.07
468,Gears of War: Ultimate Edition,17,6,2.38,0.32,0.0
469,NBA 2K13,4,0,2.6,0.21,0.01
470,Dragon Ball Z: Budokai Tenkaichi 3,6,9,1.15,0.0,0.76
471,wwe Smackdown vs. Raw 2006,6,9,1.57,1.02,0.0
472,Middle-Earth: Shadow of Mordor,10,8,1.01,1.41,0.05
473,Star Fox,7,6,1.61,0.51,0.8
474,The Sims: Livin Large,14,5,1.67,1.18,0.0
475,World Soccer Winning Eleven 6 International,6,0,0.12,1.26,1.16
476,Devil May Cry,6,8,1.36,0.86,0.64
477,Animal Crossing: Happy Home Designer,9,7,0.47,1.0,1.39
478,Battlefield: Bad Company 2,5,6,1.33,1.12,0.08
479,The Sims 4,14,7,0.96,1.72,0.0
480,Star Wars: The Old Republic,14,3,1.58,1.01,0.0
481,Sonic Heroes,6,1,1.04,1.37,0.06
482,Kirby Super Star Ultra,3,1,1.57,0.04,1.19
483,Hitman 2: Silent Assassin,6,8,1.36,1.15,0.04
484,Street Fighter IV,4,9,1.82,0.71,0.15
485,Wave Race 64,11,2,1.98,0.58,0.34
486,SOCOM II: U.S. Navy SEALs,6,6,2.22,0.51,0.06
487,WWE SmackDown! vs. RAW 2006,6,9,1.45,1.11,0.04
488,inFAMOUS,5,8,1.76,0.69,0.12
489,Pac-Man Collection,8,4,2.07,0.77,0.05
490,Mass Effect,4,3,1.83,0.8,0.03
491,WarioWare: Smooth Moves,0,4,0.87,1.06,0.73
492,Cooking Mama: Cook Off,0,7,1.43,1.13,0.05
493,Super Mario World 2: Yoshi's Island,8,1,1.75,0.45,0.62
494,FIFA 14,10,0,0.61,1.85,0.11
495,Titanfall,17,6,1.84,0.8,0.04
496,Sonic Mega Collection Plus,6,5,1.54,1.14,0.0
497,Sega Superstars Tennis,4,0,1.75,0.86,0.0
498,World Soccer Winning Eleven 7 International,6,0,0.08,1.24,1.13
499,Need for Speed: Most Wanted,5,2,0.71,1.51,0.06
500,Hot Shots Golf 3,6,0,0.99,0.32,1.38
501,Call of Duty: Finest Hour,6,6,1.51,1.12,0.01
502,Zumba Fitness 2,0,0,1.54,1.07,0.0
503,Syphon Filter,12,6,2.03,0.72,0.02
504,Imagine: Babyz,3,7,1.3,1.27,0.0
505,Colin McRae Rally,12,2,0.09,2.43,0.12
506,Call of Duty: Ghosts,17,6,1.87,0.77,0.0
507,Madden NFL 13,4,0,2.53,0.16,0.0
508,The Elder Scrolls III: Morrowind,13,3,2.09,0.63,0.03
509,Mortal Kombat,5,9,1.98,0.55,0.0
510,F-Zero,7,2,1.37,0.51,0.89
511,Yoshi's Story,11,1,1.29,0.53,0.98
512,Command & Conquer: Red Alert,14,11,1.37,1.34,0.0
513,Skylanders: Spyro's Adventure,0,8,1.4,1.14,0.0
514,FIFA 16,5,0,0.4,1.98,0.05
515,Assassin's Creed: Brotherhood,5,8,1.87,0.57,0.11
516,BioShock,4,6,1.65,0.86,0.05
517,Madden NFL 10,4,0,2.52,0.09,0.0
518,Medal of Honor,5,6,1.28,1.05,0.07
519,WWE SmackDown! vs. Raw,6,9,1.32,1.08,0.04
520,Metroid Prime,18,6,1.96,0.67,0.1
521,Finding Nemo,8,8,1.59,1.05,0.04
522,Myst,14,10,0.02,2.79,0.0
523,Need for Speed: Hot Pursuit,5,2,1.05,1.25,0.03
524,Imagine: Fashion Designer,3,7,1.32,1.19,0.0
525,WWE SmackDown! Here Comes the Pain,6,9,1.32,1.06,0.04
526,Star Wars: The Force Unleashed,4,8,1.74,0.8,0.0
527,Yoshi's Island DS,3,1,1.47,0.07,1.1
528,Hot Shots Golf,12,0,0.29,0.2,2.13
529,Killzone 3,5,6,1.45,0.88,0.09
530,A Bug's Life,12,1,1.96,0.72,0.0
531,WWF SmackDown! Just Bring It,6,9,1.19,1.15,0.04
532,Dragon Quest V: Tenkuu no Hanayome,7,3,0.0,0.0,2.78
533,Mortal Kombat Trilogy,12,9,1.98,0.7,0.0
534,Battlefield 3,14,6,0.89,1.43,0.0
535,NBA Street,6,0,2.19,0.22,0.0
536,Professor Layton and the Last Specter,3,4,0.3,1.47,0.68
537,Monster Hunter Tri,9,3,0.46,0.29,1.96
538,Jak II,6,1,1.68,0.74,0.0
539,inFAMOUS: Second Son,10,8,1.27,0.97,0.07
540,Ratchet & Clank: Going Commando,6,1,1.44,0.83,0.26
541,Tekken 6,5,9,1.2,0.98,0.17
542,The Sims,6,7,1.41,1.12,0.0
543,Sonic and the Secret Rings,0,1,1.24,1.2,0.04
544,Saints Row: The Third,4,8,1.25,1.15,0.07
545,Missile Command,15,6,2.56,0.17,0.0
546,Mario Paint,7,5,1.43,0.54,0.71
547,Assassin's Creed IV: Black Flag,10,8,1.07,1.31,0.06
548,Pokémon Stadium 2,11,11,1.02,0.36,1.13
549,Metroid,1,8,1.33,0.31,1.04
550,L.A. Noire,4,10,1.52,0.94,0.02
551,Call of Duty 3,4,6,1.49,0.93,0.02
552,The Legend of Zelda: A Link to the Past,8,8,1.75,0.52,0.33
553,Onimusha: Warlords,6,8,0.99,0.48,1.09
554,Mortal Kombat X,10,9,1.47,0.76,0.0
555,Mario Party,11,5,1.25,0.53,0.87
556,Madden NFL 12,4,0,2.42,0.11,0.0
557,LEGO Star Wars II: The Original Trilogy,6,8,1.85,0.64,0.01
558,Madden NFL 11,4,0,2.38,0.12,0.0
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,3,4,1.63,0.52,0.35
560,Skate 3,4,0,1.46,0.98,0.0
561,Burnout 3: Takedown,6,2,1.23,1.11,0.0
562,Yokai Watch 2 Shinuchi,9,3,0.0,0.0,2.68
563,Need for Speed: Shift,5,2,0.69,1.41,0.04
564,Final Fantasy XIII-2,5,3,0.78,0.75,0.89
565,Mortal Kombat,20,9,1.95,0.63,0.0
566,Call Of Duty 2: Big Red One,6,6,1.48,0.92,0.01
567,Guitar Hero: World Tour,4,5,1.78,0.64,0.0
568,Medal of Honor,12,6,1.44,1.09,0.0
569,Fable,13,3,1.99,0.58,0.0
570,Hannah Montana,3,8,1.59,0.8,0.0
571,Tom Clancy's Splinter Cell,6,8,1.15,1.11,0.0
572,Skylanders Giants,0,8,1.56,0.88,0.0
573,Medal of Honor Heroes,16,6,0.86,1.11,0.01
574,Super Mario Bros.: The Lost Levels,1,1,0.0,0.0,2.65
575,Star Wars: Shadows of the Empire,11,8,2.0,0.5,0.12
576,LEGO Star Wars: The Complete Saga,4,8,1.53,0.87,0.0
577,Midnight Club: Street Racing,6,2,2.0,0.47,0.02
578,Pac-Man: Adventures in Time,16,9,0.76,1.1,0.12
579,Halo Wars,4,11,1.53,0.82,0.04
580,God of War Collection,5,8,1.7,0.46,0.06
581,ESPN NFL 2K5,6,0,2.15,0.12,0.0
582,Mario Strikers Charged,0,0,1.07,1.06,0.24
583,Medal of Honor,4,6,1.55,0.81,0.04
584,FIFA Soccer 10,4,0,0.59,1.79,0.01
585,NBA 2K12,4,0,2.31,0.14,0.01
586,Style Savvy,3,7,0.63,0.84,0.96
587,Harry Potter and the Chamber of Secrets,6,8,0.9,1.22,0.04
588,Super Mario All-Stars: Limited Edition,0,1,1.02,0.52,0.92
589,Streets of Rage,20,8,1.86,0.55,0.11
590,FIFA Soccer 09,5,0,0.48,1.63,0.04
591,Ratchet & Clank Future: Tools of Destruction,5,1,0.93,1.12,0.08
592,NBA Live 2005,6,0,2.03,0.21,0.0
593,LittleBigPlanet,16,1,0.64,1.24,0.01
594,Killzone: Shadow Fall,10,6,0.89,1.33,0.07
595,Ghostbusters: The Video Game (DS Version),4,8,1.04,1.24,0.03
596,Monster Hunter Freedom 2,16,3,0.37,0.27,1.75
597,WWE SmackDown vs. RAW 2007,6,9,1.4,0.88,0.03
598,Ratchet & Clank: Up Your Arsenal,6,1,1.31,0.74,0.31
599,Art Academy,3,5,0.28,1.68,0.33
600,Dragon Age: Origins,4,3,1.76,0.56,0.03
601,Madden NFL 08,6,0,2.14,0.08,0.0
602,Sonic Adventure 2 Battle,18,1,1.7,0.59,0.21
603,Dragon Warrior II,1,3,0.15,0.0,2.41
604,Madden NFL 13,5,0,2.11,0.23,0.0
605,Pokémon Colosseum,18,3,1.21,0.57,0.7
606,Deca Sports,0,0,1.13,0.87,0.29
607,Madden NFL 09,4,0,2.21,0.12,0.0
608,Space Invaders,15,6,2.36,0.14,0.0
609,Crazy Taxi,6,2,1.13,1.12,0.06
610,Perfect Dark,11,8,1.55,0.75,0.16
611,Game Party,0,5,1.5,0.78,0.0
612,Dragon Warrior,1,3,0.49,0.0,0.52
613,Tomb Raider (2013),5,8,0.6,1.31,0.08
614,Marvel: Ultimate Alliance,4,3,2.29,0.02,0.0
615,PES 2009: Pro Evolution Soccer,6,0,0.13,0.07,0.26
616,Mario Party 2,11,5,1.28,0.14,1.08
617,Saints Row: The Third,5,8,0.86,1.06,0.18
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,13,8,1.84,0.56,0.0
619,LEGO Harry Potter: Years 1-4,0,8,1.29,0.97,0.0
620,Mortal Kombat: Deadly Alliance,6,9,1.81,0.52,0.0
621,Resistance 2,5,6,1.15,0.85,0.1
622,Pure,4,2,1.38,0.85,0.0
623,Tomb Raider: The Last Revelation,12,8,1.15,1.14,0.06
624,NBA 2K13,5,0,1.72,0.44,0.05
625,Rock Band,4,5,1.93,0.34,0.0
626,NBA 2K14,4,0,2.1,0.2,0.0
627,Mario Party 4,18,5,1.13,0.36,0.92
628,uDraw Studio,0,5,1.67,0.58,0.0
629,Midnight Club: Los Angeles,5,2,1.55,0.54,0.05
630,Final Fantasy V,7,3,0.0,0.0,2.43
631,Final Fantasy Tactics,12,3,0.93,0.12,1.34
632,Twisted Metal 2,12,2,2.12,0.25,0.0
633,Halo: Combat Evolved Anniversary,4,6,1.44,0.73,0.04
634,Need for Speed Carbon: Own the City,16,2,0.87,0.98,0.0
635,The Sims: Bustin' Out,6,7,1.07,1.19,0.0
636,Riven: The Sequel to Myst,14,10,1.52,0.82,0.0
637,Tom Clancy's Rainbow Six: Vegas 2,4,6,1.56,0.61,0.02
638,Sonic Adventure,21,1,1.26,0.61,0.46
639,Ice Hockey,1,0,1.27,0.32,0.78
640,pro evolution soccer 2011,5,0,0.29,1.18,0.54
641,Dragon Ball Z: Budokai 2,6,9,1.63,0.22,0.51
642,ATV Offroad Fury,6,2,2.07,0.26,0.0
643,Dino Crisis,12,8,0.81,0.76,0.7
644,Minecraft,17,5,1.43,0.76,0.0
645,Need for Speed: ProStreet,6,2,0.69,0.0,0.04
646,Madden NFL 16,17,0,2.07,0.08,0.0
647,Tetris Plus,12,4,2.1,0.24,0.0
648,Pro Wrestling,1,9,0.77,0.18,1.42
649,Theme Hospital,14,11,2.3,0.1,0.0
650,Frogger's Adventures: Temple of the Frog,8,10,2.15,0.18,0.0
651,Need for Speed (2015),10,2,0.49,1.49,0.05
652,Zumba Fitness,4,0,1.74,0.48,0.0
653,LEGO Indiana Jones: The Original Adventures,0,8,1.54,0.63,0.0
655,Monopoly,14,5,1.49,0.81,0.0
656,Batman: Arkham Origins,5,8,1.07,0.87,0.04
657,Dead Island,4,8,1.48,0.71,0.0
658,Guitar Hero,6,5,1.67,0.61,0.03
659,LEGO Star Wars: The Complete Saga,5,8,1.02,0.97,0.0
660,Kinect: Disneyland Adventures,4,5,1.73,0.46,0.02
661,WCW/nWo Revenge,11,9,1.94,0.39,0.03
662,Bloodborne,10,8,1.0,0.76,0.26
663,NBA 2K15,10,0,1.46,0.54,0.01
664,Madden NFL 11,5,0,2.04,0.15,0.0
665,Yu-Gi-Oh! The Duelists of the Roses,6,5,1.16,0.91,0.0
666,Madden NFL 08,4,0,2.18,0.01,0.0
667,Half-Life 2,14,6,2.28,0.02,0.08
668,The Incredibles,6,8,0.96,1.08,0.04
669,Tony Hawk's Underground 2,6,0,1.25,0.86,0.01
670,Madden NFL 10,5,0,2.03,0.13,0.0
671,Kinect Sports: Season Two,4,0,1.38,0.74,0.02
672,Kirby's Dream Land 2,2,1,0.69,0.14,1.48
673,LEGO Harry Potter: Years 1-4,3,8,1.07,1.05,0.0
674,Donkey Kong Land II,2,1,1.39,0.48,0.4
675,Dragon Warrior Monsters,2,3,0.0,0.0,2.34
676,Midnight Club: Los Angeles,4,2,1.68,0.46,0.01
677,Skylanders SWAP Force,0,1,1.32,0.83,0.0
678,WWE SmackDown vs Raw 2008,6,9,0.92,0.0,0.01
679,My Fitness Coach,0,0,1.2,0.9,0.0
680,Resident Evil - Code: Veronica X,6,8,1.08,0.7,0.34
681,The Sims 3,4,7,1.27,0.86,0.0
682,The Legend of Zelda: Majora's Mask 3D,9,8,1.14,0.54,0.47
683,NBA 2K16,17,0,1.93,0.14,0.0
684,Just Dance Kids,0,5,1.57,0.56,0.0
685,Mario Tennis,11,0,0.78,0.4,1.06
686,Grand Theft Auto,12,8,0.79,1.35,0.04
687,James Bond 007: Everything or Nothing,6,6,0.85,1.06,0.09
688,WarioWare Touched!,3,4,0.52,0.45,1.21
689,Need For Speed: High Stakes,12,2,1.58,0.64,0.0
690,Chrono Trigger,7,3,0.28,0.0,2.02
691,Cool Boarders 3,12,0,1.65,0.46,0.1
692,LEGO Marvel Super Heroes,4,8,1.24,0.85,0.0
693,Guild Wars 2,14,8,0.95,1.06,0.0
694,Pokemon Ranger: Shadows of Almia,3,3,0.95,0.54,0.62
695,Dead Island,5,8,1.08,0.75,0.15
696,Tomb Raider II,14,8,0.91,1.25,0.0
697,God of War: Ascension,5,8,1.23,0.68,0.04
698,Need for Speed Underground 2,13,2,1.38,0.8,0.0
699,Pro Evolution Soccer 2010,5,0,0.3,1.27,0.46
700,Just Dance 2015,0,5,1.11,0.98,0.0
701,Yokai Watch Busters,9,8,0.0,0.0,2.28
702,Mario Bros.,1,1,0.51,0.12,1.63
703,FIFA Soccer 09,6,0,0.38,0.07,0.01
704,Star Wars: The Force Unleashed,5,8,1.01,0.9,0.0
705,Borderlands 2,5,6,1.05,0.77,0.1
706,TOCA Touring Car Championship,12,2,0.07,2.0,0.02
707,Paper Mario: Sticker Star,9,3,1.12,0.39,0.64
708,Sonic's Ultimate Genesis Collection,5,5,1.34,0.62,0.0
709,Super Monkey Ball: Banana Blitz,0,5,1.07,0.92,0.04
710,Kirby: Nightmare in Dream Land,8,1,1.22,0.1,0.91
711,Wario Land 4,8,1,0.9,0.73,0.54
712,Guitar Hero III: Legends of Rock,5,5,1.4,0.54,0.02
713,Call of Duty 3,0,6,1.19,0.84,0.0
714,Resident Evil 4,0,8,1.34,0.57,0.14
715,Minecraft,22,5,0.28,0.79,0.87
716,Onimusha 2: Samurai's Destiny,6,10,0.62,0.44,1.06
717,Cool Boarders 2,12,0,1.52,0.46,0.2
718,Paper Mario: The Thousand-Year Door,18,3,1.48,0.25,0.46
719,Madden NFL 12,5,0,1.93,0.15,0.0
720,Monster Hunter Tri,0,3,0.67,0.41,1.05
721,Dissidia: Final Fantasy,16,9,0.51,0.51,0.91
722,Sonic Advance,8,1,1.19,0.71,0.22
723,Spyro: Season of Ice,8,1,1.29,0.83,0.0
724,Teenage Mutant Ninja Turtles II: The Arcade Game,1,8,1.74,0.25,0.21
725,LEGO Indiana Jones: The Original Adventures,3,8,1.42,0.61,0.0
726,Dance Dance Revolution X2,6,7,1.09,0.85,0.0
727,New Super Luigi U,19,1,1.27,0.62,0.18
728,Prince of Persia: The Sands of Time,6,8,0.88,1.03,0.0
729,Scribblenauts,3,4,1.71,0.32,0.02
730,The Legend of Zelda: Link's Awakening DX,2,10,1.0,0.63,0.45
731,Need for Speed: Hot Pursuit,4,2,1.03,0.98,0.0
732,BioShock 2,4,6,1.45,0.55,0.02
733,Assassin's Creed IV: Black Flag,17,8,1.47,0.55,0.0
734,Devil May Cry 3: Dante's Awakening Special Edition,6,8,1.06,0.82,0.05
735,Rock Band 2,4,5,1.78,0.24,0.0
736,Frogger,15,8,2.06,0.12,0.0
737,Guitar Hero II,4,5,2.01,0.02,0.0
738,Wario Land 3,2,1,1.11,0.51,0.34
739,Pro Yakyuu Family Stadium,1,0,0.15,0.0,2.05
740,Sonic Unleashed,0,1,1.28,0.68,0.02
741,High School Musical: Makin' the Cut!,3,4,1.06,0.91,0.0
742,Pro Evolution Soccer 2012,5,8,0.34,0.97,0.55
743,Saints Row,4,8,1.17,0.78,0.02
744,Star Wars: Knights of the Old Republic,13,3,1.68,0.44,0.0
745,Kirby's Pinball Land,2,5,0.87,0.17,1.1
746,Donkey Kong Country,2,1,1.04,0.72,0.3
747,Hitman: Absolution,5,8,0.59,1.07,0.07
748,Yu-Gi-Oh: Duel Monsters 4,2,3,0.0,0.0,2.17
749,ATV Offroad Fury 2,6,2,1.92,0.2,0.0
750,Forza Motorsport 5,17,2,1.21,0.78,0.01
751,Madden NFL 25,4,0,1.97,0.07,0.0
752,Pokemon Ranger,3,3,1.29,0.04,0.73
753,Mario & Luigi: Superstar Saga,8,3,1.48,0.17,0.47
754,Final Fantasy XIII,4,3,1.27,0.68,0.01
755,Star Wars: Rogue Squadron,11,7,1.6,0.46,0.08
756,Tennis,1,0,0.48,0.11,1.56
757,The Sims: House Party,14,7,1.23,0.83,0.0
758,Your Shape featuring Jenny McCarthy,0,0,1.51,0.47,0.0
759,Syphon Filter 2,12,6,1.5,0.55,0.02
760,Tom Clancy's Rainbow Six: Siege,10,6,0.54,1.16,0.13
761,Volleyball,1,0,0.14,0.03,1.98
762,FIFA 15,17,0,0.6,1.41,0.0
763,Call of Duty: Roads to Victory,16,6,0.52,1.03,0.0
764,Super Mario RPG: Legend of the Seven Stars,7,3,0.66,0.0,1.45
765,Mahjong,1,5,0.01,0.0,2.13
766,R.C. Pro-Am,1,2,1.47,0.38,0.19
767,SimCity 2000,14,7,1.2,0.84,0.0
768,Demon Attack,15,6,1.99,0.12,0.0
769,Dance Dance Revolution Extreme,6,7,1.04,0.81,0.0
770,Tetris DS,3,4,0.64,0.07,1.35
771,Final Fantasy Tactics Advance,8,3,0.82,0.37,0.89
772,Far Cry: Primal,10,8,0.59,1.16,0.06
773,Toy Story 3: The Video Game,3,8,0.93,0.97,0.02
774,Final Fantasy III,3,3,0.91,0.05,1.07
775,Kirby's Epic Yarn,0,1,1.47,0.09,0.45
776,Project Gotham Racing,13,2,1.37,0.61,0.05
777,Golf,2,0,0.83,0.33,0.92
778,NBA 2K12,5,0,1.61,0.27,0.05
779,Borderlands,5,6,1.2,0.62,0.0
780,Tony Hawk's Pro Skater,11,0,1.68,0.4,0.0
781,PES 2009: Pro Evolution Soccer,5,0,0.11,1.34,0.4
782,Need for Speed: Hot Pursuit 2,6,2,1.68,0.31,0.02
783,Mario Sports Mix,0,0,0.9,0.45,0.63
784,Rock Band,0,5,1.35,0.56,0.0
785,Dynasty Warriors 4,6,8,0.63,0.21,1.13
786,Mortal Kombat,4,9,1.63,0.33,0.0
787,Parasite Eve,12,3,0.94,0.07,1.05
788,Scooby-Doo! Night of 100 Frights,6,1,1.17,0.72,0.0
789,Project Gotham Racing (JP weekly sales),13,8,1.54,0.44,0.04
790,Need for Speed: Most Wanted 5-1-0,16,2,1.77,0.13,0.02
791,Portal 2,4,6,1.41,0.51,0.01
792,Devil May Cry 3: Dante's Awakening,6,8,0.99,0.63,0.29
793,Derby Stallion,12,0,0.0,0.0,1.96
794,Dead Rising,4,8,1.16,0.65,0.08
795,Finding Nemo,6,8,1.26,0.6,0.05
796,NBA 2K11,4,8,1.84,0.12,0.01
797,Wipeout: The Game,0,5,1.97,0.0,0.0
798,The Sims 2: Pets,3,7,0.92,0.94,0.0
799,Battlefield: Hardline,10,6,0.7,0.93,0.14
800,Metal Gear Solid: Peace Walker,16,8,0.46,0.42,0.96
801,World of Warcraft: Cataclysm,14,3,1.77,0.32,0.0
802,Tetris Worlds,6,4,1.11,0.71,0.0
803,Need For Speed: Undercover,5,2,0.63,1.02,0.05
804,Dance Dance Revolution: Hottest Party,0,7,1.36,0.52,0.0
805,Mario Party 5,18,5,0.97,0.33,0.73
806,Ghostbusters: The Video Game (DS Version),5,8,0.59,0.99,0.13
807,Sim Theme Park,14,11,2.04,0.04,0.0
808,Warcraft: Orcs & Humans,14,11,0.89,1.08,0.0
809,Skate 3,5,0,0.79,0.94,0.0
810,Spec Ops: Airborne Commando,12,6,1.54,0.46,0.0
811,Kingdom Hearts: Birth by Sleep,16,3,0.63,0.42,0.75
812,UFC 2009 Undisputed,4,9,1.48,0.39,0.0
813,Dark Souls,5,3,0.75,0.54,0.54
814,Yu-Gi-Oh! The Eternal Duelist Soul,8,11,1.64,0.36,0.0
815,Need for Speed: ProStreet,4,2,1.04,0.8,0.01
816,The Sims 3,5,7,0.73,0.97,0.02
817,Tom Clancy's Splinter Cell: Conviction,4,8,1.2,0.63,0.04
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,8,3,0.71,0.52,0.74
819,The Incredibles,8,8,1.15,0.77,0.04
820,R4: Ridge Racer Type 4,12,2,0.68,0.46,0.79
821,SoulCalibur II,6,9,1.06,0.62,0.13
822,Mario & Luigi: Dream Team,9,3,0.89,0.57,0.46
823,Need for Speed: ProStreet,5,2,0.73,0.92,0.04
824,Carnival Games,3,5,1.23,0.64,0.0
825,NBA 2K14,5,0,1.43,0.33,0.04
826,Pokémon Mystery Dungeon: Blue Rescue Team,3,3,1.16,0.06,0.83
827,Sonic Mega Collection,18,5,1.47,0.48,0.05
828,Diablo III,5,3,0.71,0.83,0.15
829,NBA Jam,20,0,1.75,0.25,0.0
830,PGR4 - Project Gotham Racing 4,4,2,0.48,1.29,0.02
831,Kingdom Hearts 358/2 Days,3,3,1.11,0.27,0.53
832,Dance Central 2,4,5,1.45,0.42,0.01
833,Rayman Raving Rabbids: TV Party,0,5,0.73,1.09,0.0
834,SOCOM: U.S. Navy SEALs: Combined Assault,6,6,1.74,0.02,0.0
835,Peter Jackson's King Kong: The Official Game of the Movie,6,8,0.71,1.02,0.0
836,Donkey Kong Country,8,1,1.2,0.48,0.29
837,Need for Speed: The Run,5,8,0.58,1.06,0.03
838,Madden NFL 15,10,0,1.53,0.25,0.0
839,1080°: TenEighty Snowboarding,11,0,1.25,0.61,0.13
840,Just Dance 3,4,5,1.47,0.4,0.0
841,NBA Live 2004,6,0,1.57,0.18,0.0
842,Dead Space,5,8,1.05,0.67,0.0
843,Call of Duty 2,4,6,1.81,0.05,0.01
844,Madden NFL 15,4,0,1.76,0.09,0.0
845,Forza Horizon,4,2,0.82,0.98,0.04
846,TouchMaster,3,4,0.49,1.27,0.0
847,Tom Clancy's The Division,17,6,1.2,0.62,0.0
848,LEGO Marvel Super Heroes,5,8,0.77,0.85,0.01
849,Fire Emblem: Awakening,9,3,0.89,0.45,0.53
850,DriveClub,10,2,0.35,1.31,0.02
851,Super Street Fighter II,7,9,0.52,0.16,1.29
852,Mortal Kombat vs. DC Universe,5,9,1.48,0.3,0.0
853,Tenchu: Stealth Assassins,12,8,0.95,0.64,0.27
854,Tennis,2,0,0.75,0.3,0.9
855,Harry Potter and the Chamber of Secrets,8,8,1.21,0.64,0.05
856,Harry Potter and the Chamber of Secrets,12,8,0.75,1.09,0.02
857,SimCity,7,7,0.93,0.27,0.75
858,Battlefield 4,17,6,1.25,0.58,0.0
859,Resident Evil 6,4,6,1.11,0.63,0.07
860,Dragon Age: Inquisition,10,3,0.72,0.86,0.08
861,Sonic Classic Collection,3,1,0.99,0.8,0.0
862,Spyro: Enter the Dragonfly,6,1,0.74,0.95,0.0
863,Call of Duty: World at War,0,6,1.2,0.59,0.0
864,Devil May Cry 2,6,8,0.71,0.58,0.51
865,Burnout Paradise,5,2,1.01,0.64,0.02
866,E.T.: The Extra Terrestrial,15,8,1.84,0.11,0.0
867,BioShock Infinite,4,6,1.22,0.57,0.02
868,Hot Shots Golf: Open Tee,16,0,0.5,0.5,0.63
869,Rad Racer,1,2,1.13,0.37,0.41
870,Soccer,1,0,0.18,0.23,1.53
871,Kirby Squeak Squad,3,1,0.79,0.03,1.05
872,Tom Clancy's Rainbow Six: Vegas,4,6,1.09,0.65,0.02
873,Destiny,4,6,1.3,0.49,0.0
874,Crash Nitro Kart,6,2,0.74,1.01,0.0
875,Grand Theft Auto: San Andreas,13,8,1.26,0.61,0.0
876,Star Wars: Dark Forces,14,6,1.09,0.77,0.0
877,NBA Street Vol. 2,6,0,1.69,0.2,0.0
878,Def Jam Vendetta,6,9,0.95,0.74,0.0
879,FIFA Soccer 09,4,0,0.49,1.26,0.01
880,Who wants to be a millionaire,14,5,1.94,0.0,0.0
881,Scooby Doo and the Cyber Chase,12,10,0.59,1.23,0.0
882,Alleyway,2,4,0.96,0.38,0.55
883,Dragon Ball Z: Budokai 3,6,9,1.09,0.15,0.65
884,Jet Moto 2,12,2,1.41,0.42,0.03
885,Tom Clancy's Ghost Recon,6,6,1.42,0.4,0.0
886,X-Men Legends,6,3,1.0,0.72,0.0
887,Batman: Arkham Origins,4,8,1.15,0.61,0.0
888,Guitar Hero: World Tour,5,5,1.1,0.56,0.0
889,Mortal Kombat II,7,9,1.48,0.39,0.0
890,Virtua Fighter 2,23,9,0.34,0.26,1.3
891,Tetris DX,2,4,1.06,0.6,0.2
892,Mortal Kombat vs. DC Universe,4,9,1.53,0.24,0.0
893,Watch Dogs,5,8,0.56,0.89,0.1
894,Mario Super Sluggers,0,0,1.51,0.0,0.29
895,Tomb Raider (2013),4,8,0.86,0.87,0.01
896,The Legend of Zelda: Oracle of Ages,2,8,0.92,0.53,0.41
897,Need for Speed: Shift,4,2,0.73,0.97,0.01
898,Monopoly,0,5,0.87,0.85,0.0
899,Red Faction,6,6,0.76,0.96,0.0
900,The Sims: Makin' Magic,14,7,1.03,0.8,0.0
901,MX Unleashed,6,2,0.94,0.73,0.0
902,PaRappa The Rapper,12,5,0.26,0.16,1.46
903,Toy Story Mania!,0,5,1.06,0.67,0.0
904,Mario Party 3,11,5,0.72,0.16,1.01
905,Star Wars: The Force Unleashed,0,8,1.14,0.57,0.0
906,Game Party 2,0,5,1.3,0.44,0.0
907,Destiny: The Taken King,10,6,0.77,0.78,0.04
908,LEGO Star Wars III: The Clone Wars,0,8,1.08,0.66,0.0
909,Star Wars Rogue Leader: Rogue Squadron II,18,7,1.03,0.75,0.03
910,Max Payne 3,5,6,0.59,0.92,0.06
911,Need for Speed Rivals,10,2,0.73,0.91,0.03
912,Madden NFL 09,5,0,1.56,0.15,0.0
913,Yokai Watch,9,3,0.21,0.3,1.33
914,Ratchet & Clank Future: A Crack in Time,5,1,1.05,0.54,0.03
915,Yu-Gi-Oh! Forbidden Memories,12,3,1.37,0.44,0.0
916,Mortal Kombat: Deception,6,9,0.92,0.72,0.0
917,Hot Shots Golf 2,12,0,0.25,0.12,1.48
918,Medal of Honor: European Assault (All Region sales),6,6,0.89,0.69,0.09
919,WCW Nitro,12,9,1.42,0.36,0.03
920,High School Musical: Sing It!,6,5,0.47,0.08,0.0
921,Star Fox Adventures,18,10,0.96,0.53,0.3
922,FIFA 2000,12,0,0.22,1.47,0.04
923,Dynasty Warriors 3,6,8,0.53,0.16,1.07
924,Donkey Kong Country Returns,9,1,0.73,0.62,0.4
925,The Legend of Zelda: Oracle of Seasons,2,10,0.87,0.52,0.41
926,Madden NFL 06,13,0,1.75,0.03,0.0
927,Shrek 2,6,1,1.12,0.69,0.03
928,The Legend of Dragoon,12,3,0.94,0.44,0.39
929,Turok 2: Seeds of Evil,11,1,1.37,0.41,0.04
